set	map	mkr	phys	gen
PANY_femF1_rev	Mme_chr01	29052	3206365	41.64
PANY_femF1_rev	Mme_chr01	29041	3293629	42.37
PANY_femF1_rev	Mme_chr01	29035	3384935	42.37
PANY_femF1_rev	Mme_chr01	29026	3435305	42.37
PANY_femF1_rev	Mme_chr01	29025	3438421	42.37
PANY_femF1_rev	Mme_chr01	29020	3461831	42.37
PANY_femF1_rev	Mme_chr01	29010	3544844	43.1
PANY_femF1_rev	Mme_chr01	29005	3573172	43.1
PANY_femF1_rev	Mme_chr01	29003	3581283	43.1
PANY_femF1_rev	Mme_chr01	28992	3629145	43.1
PANY_femF1_rev	Mme_chr01	28989	3640474	43.1
PANY_femF1_rev	Mme_chr01	28988	3640739	43.1
PANY_femF1_rev	Mme_chr01	28977	3699475	43.1
PANY_femF1_rev	Mme_chr01	28975	3707642	43.1
PANY_femF1_rev	Mme_chr01	28972	3714831	43.1
PANY_femF1_rev	Mme_chr01	28970	3742452	43.1
PANY_femF1_rev	Mme_chr01	28969	3753173	43.83
PANY_femF1_rev	Mme_chr01	28954	3820316	44.56
PANY_femF1_rev	Mme_chr01	28948	3840090	44.56
PANY_femF1_rev	Mme_chr01	28942	3876142	44.56
PANY_femF1_rev	Mme_chr01	28936	4045777	46.03
PANY_femF1_rev	Mme_chr01	28932	4084602	46.76
PANY_femF1_rev	Mme_chr01	28926	4096828	47.49
PANY_femF1_rev	Mme_chr01	28920	4136208	47.49
PANY_femF1_rev	Mme_chr01	28917	4148500	47.49
PANY_femF1_rev	Mme_chr01	28911	4186782	48.22
PANY_femF1_rev	Mme_chr01	28909	4198396	48.22
PANY_femF1_rev	Mme_chr01	28907	4221211	48.22
PANY_femF1_rev	Mme_chr01	28904	4235178	48.22
PANY_femF1_rev	Mme_chr01	28903	4254719	48.22
PANY_femF1_rev	Mme_chr01	28901	4258307	48.22
PANY_femF1_rev	Mme_chr01	28899	4295066	48.22
PANY_femF1_rev	Mme_chr01	28896	4305749	48.22
PANY_femF1_rev	Mme_chr01	28889	4370757	48.22
PANY_femF1_rev	Mme_chr01	28882	4389210	48.22
PANY_femF1_rev	Mme_chr01	28880	4404458	48.22
PANY_femF1_rev	Mme_chr01	28873	4427417	48.22
PANY_femF1_rev	Mme_chr01	28868	4486350	48.22
PANY_femF1_rev	Mme_chr01	28839	4677945	48.22
PANY_femF1_rev	Mme_chr01	28838	4682486	48.22
PANY_femF1_rev	Mme_chr01	28834	4737199	48.22
PANY_femF1_rev	Mme_chr01	28833	4755481	48.22
PANY_femF1_rev	Mme_chr01	28828	4811290	48.95
PANY_femF1_rev	Mme_chr01	28825	4833065	48.95
PANY_femF1_rev	Mme_chr01	28824	4835830	48.95
PANY_femF1_rev	Mme_chr01	28823	4841745	48.95
PANY_femF1_rev	Mme_chr01	28818	4874526	48.95
PANY_femF1_rev	Mme_chr01	28814	4943709	49.68
PANY_femF1_rev	Mme_chr01	28813	4944724	49.68
PANY_femF1_rev	Mme_chr01	28808	5013518	49.68
PANY_femF1_rev	Mme_chr01	28807	5024181	49.68
PANY_femF1_rev	Mme_chr01	28800	5059296	49.68
PANY_femF1_rev	Mme_chr01	28798	5072868	49.68
PANY_femF1_rev	Mme_chr01	28795	5087285	49.68
PANY_femF1_rev	Mme_chr01	28790	5117105	49.68
PANY_femF1_rev	Mme_chr01	28789	5122370	49.68
PANY_femF1_rev	Mme_chr01	28781	5231984	49.68
PANY_femF1_rev	Mme_chr01	28772	5386850	52.66
PANY_femF1_rev	Mme_chr01	28767	5421573	53.39
PANY_femF1_rev	Mme_chr01	28762	5465117	54.12
PANY_femF1_rev	Mme_chr01	28757	5556937	54.85
PANY_femF1_rev	Mme_chr01	28753	5584443	55.58
PANY_femF1_rev	Mme_chr01	28739	5765898	55.58
PANY_femF1_rev	Mme_chr01	28734	5835649	57.81
PANY_femF1_rev	Mme_chr01	28732	5848377	57.81
PANY_femF1_rev	Mme_chr01	28729	5858416	57.81
PANY_femF1_rev	Mme_chr01	28724	5988319	57.81
PANY_femF1_rev	Mme_chr01	28723	5988360	57.81
PANY_femF1_rev	Mme_chr01	28716	6158026	57.81
PANY_femF1_rev	Mme_chr01	28713	6191414	57.81
PANY_femF1_rev	Mme_chr01	28708	6284357	59.27
PANY_femF1_rev	Mme_chr01	28698	6488548	58.54
PANY_femF1_rev	Mme_chr01	28697	6499811	58.54
PANY_femF1_rev	Mme_chr01	28689	6625182	59.27
PANY_femF1_rev	Mme_chr01	28686	6684984	59.27
PANY_femF1_rev	Mme_chr01	28683	6704920	59.27
PANY_femF1_rev	Mme_chr01	28681	6732172	60
PANY_femF1_rev	Mme_chr01	28677	6783266	60
PANY_femF1_rev	Mme_chr01	28674	6797448	60
PANY_femF1_rev	Mme_chr01	28669	6840247	60
PANY_femF1_rev	Mme_chr01	28668	6858531	60
PANY_femF1_rev	Mme_chr01	28665	6882928	60
PANY_femF1_rev	Mme_chr01	28664	6893790	61.47
PANY_femF1_rev	Mme_chr01	28663	6901197	61.47
PANY_femF1_rev	Mme_chr01	28662	6903380	61.47
PANY_femF1_rev	Mme_chr01	28651	6974217	62.2
PANY_femF1_rev	Mme_chr01	28648	6987378	62.2
PANY_femF1_rev	Mme_chr01	28646	6993930	62.2
PANY_femF1_rev	Mme_chr01	28643	7028683	62.2
PANY_femF1_rev	Mme_chr01	28640	7044483	62.2
PANY_femF1_rev	Mme_chr01	28633	7132422	63.67
PANY_femF1_rev	Mme_chr01	28623	7221958	63.67
PANY_femF1_rev	Mme_chr01	28620	7231578	63.67
PANY_femF1_rev	Mme_chr01	28617	7283412	64.4
PANY_femF1_rev	Mme_chr01	28616	7299130	64.4
PANY_femF1_rev	Mme_chr01	28609	7340871	64.4
PANY_femF1_rev	Mme_chr01	28607	7343525	64.4
PANY_femF1_rev	Mme_chr01	28591	7495033	64.4
PANY_femF1_rev	Mme_chr01	28588	7507687	64.4
PANY_femF1_rev	Mme_chr01	28580	7539337	64.4
PANY_femF1_rev	Mme_chr01	28577	7555081	64.4
PANY_femF1_rev	Mme_chr01	28575	7591074	64.4
PANY_femF1_rev	Mme_chr01	28571	7612599	64.4
PANY_femF1_rev	Mme_chr01	28564	7691161	65.13
PANY_femF1_rev	Mme_chr01	28563	7718083	65.86
PANY_femF1_rev	Mme_chr01	28562	7723783	66.59
PANY_femF1_rev	Mme_chr01	28556	7758669	66.59
PANY_femF1_rev	Mme_chr01	28553	7787180	66.59
PANY_femF1_rev	Mme_chr01	28546	7844303	66.59
PANY_femF1_rev	Mme_chr01	28536	7972280	67.32
PANY_femF1_rev	Mme_chr01	28531	7982625	67.32
PANY_femF1_rev	Mme_chr01	28529	7992135	67.32
PANY_femF1_rev	Mme_chr01	28521	8071392	68.79
PANY_femF1_rev	Mme_chr01	28519	8095993	68.79
PANY_femF1_rev	Mme_chr01	28516	8104521	68.79
PANY_femF1_rev	Mme_chr01	28508	8148073	68.79
PANY_femF1_rev	Mme_chr01	28505	8155552	68.79
PANY_femF1_rev	Mme_chr01	28499	8235408	68.79
PANY_femF1_rev	Mme_chr01	28497	8255809	69.52
PANY_femF1_rev	Mme_chr01	28487	8321730	69.52
PANY_femF1_rev	Mme_chr01	28484	8388004	70.25
PANY_femF1_rev	Mme_chr01	28483	8399284	70.25
PANY_femF1_rev	Mme_chr01	28480	8413249	70.25
PANY_femF1_rev	Mme_chr01	28478	8425281	70.25
PANY_femF1_rev	Mme_chr01	28474	8458482	70.25
PANY_femF1_rev	Mme_chr01	28470	8548550	70.25
PANY_femF1_rev	Mme_chr01	28467	8614098	70.25
PANY_femF1_rev	Mme_chr01	28464	8666897	70.98
PANY_femF1_rev	Mme_chr01	28458	8732543	70.98
PANY_femF1_rev	Mme_chr01	28456	8744223	70.98
PANY_femF1_rev	Mme_chr01	28451	8779009	70.98
PANY_femF1_rev	Mme_chr01	28441	8863670	71.71
PANY_femF1_rev	Mme_chr01	28439	8889732	72.44
PANY_femF1_rev	Mme_chr01	28432	8952104	72.44
PANY_femF1_rev	Mme_chr01	28428	8988624	72.44
PANY_femF1_rev	Mme_chr01	28425	8994471	72.44
PANY_femF1_rev	Mme_chr01	28416	9006425	73.17
PANY_femF1_rev	Mme_chr01	28411	9042852	73.17
PANY_femF1_rev	Mme_chr01	28404	9082382	73.17
PANY_femF1_rev	Mme_chr01	28399	9118391	74.64
PANY_femF1_rev	Mme_chr01	28396	9146363	74.64
PANY_femF1_rev	Mme_chr01	28395	9150789	74.64
PANY_femF1_rev	Mme_chr01	28387	9217724	75.37
PANY_femF1_rev	Mme_chr01	28386	9218894	75.37
PANY_femF1_rev	Mme_chr01	28382	9325496	75.37
PANY_femF1_rev	Mme_chr01	28379	9340594	75.37
PANY_femF1_rev	Mme_chr01	28378	9348309	76.1
PANY_femF1_rev	Mme_chr01	28376	9369726	75.37
PANY_femF1_rev	Mme_chr01	28375	9371197	75.37
PANY_femF1_rev	Mme_chr01	28369	9465981	76.1
PANY_femF1_rev	Mme_chr01	28368	9466184	76.1
PANY_femF1_rev	Mme_chr01	28366	9559680	76.1
PANY_femF1_rev	Mme_chr01	28362	9611302	76.1
PANY_femF1_rev	Mme_chr01	28358	9632899	76.1
PANY_femF1_rev	Mme_chr01	28357	9633375	76.1
PANY_femF1_rev	Mme_chr01	28352	9706207	76.83
PANY_femF1_rev	Mme_chr01	28343	9794697	76.83
PANY_femF1_rev	Mme_chr01	28341	9805829	77.56
PANY_femF1_rev	Mme_chr01	28333	9861236	77.56
PANY_femF1_rev	Mme_chr01	28327	9897212	77.56
PANY_femF1_rev	Mme_chr01	28324	9924261	77.56
PANY_femF1_rev	Mme_chr01	28322	9937715	77.56
PANY_femF1_rev	Mme_chr01	28308	10108390	78.29
PANY_femF1_rev	Mme_chr01	28307	10140344	79.02
PANY_femF1_rev	Mme_chr01	28301	10256441	79.02
PANY_femF1_rev	Mme_chr01	28300	10258652	79.02
PANY_femF1_rev	Mme_chr01	28295	10330047	80.49
PANY_femF1_rev	Mme_chr01	28293	10337498	81.22
PANY_femF1_rev	Mme_chr01	28291	10379920	81.22
PANY_femF1_rev	Mme_chr01	28289	10411269	81.22
PANY_femF1_rev	Mme_chr01	28288	10411555	81.22
PANY_femF1_rev	Mme_chr01	28285	10430202	81.22
PANY_femF1_rev	Mme_chr01	28281	10464637	81.22
PANY_femF1_rev	Mme_chr01	28275	10578011	82.69
PANY_femF1_rev	Mme_chr01	28261	10737330	84.16
PANY_femF1_rev	Mme_chr01	28260	10743153	84.16
PANY_femF1_rev	Mme_chr01	28254	10817290	84.16
PANY_femF1_rev	Mme_chr01	28253	10853179	85.63
PANY_femF1_rev	Mme_chr01	28252	10855198	85.63
PANY_femF1_rev	Mme_chr01	28248	10942324	87.1
PANY_femF1_rev	Mme_chr01	28240	11062906	88.57
PANY_femF1_rev	Mme_chr01	28235	11155902	90.04
PANY_femF1_rev	Mme_chr01	28231	11172610	90.04
PANY_femF1_rev	Mme_chr01	28229	11208634	90.04
PANY_femF1_rev	Mme_chr01	28227	11220568	90.04
PANY_femF1_rev	Mme_chr01	28222	11238025	90.04
PANY_femF1_rev	Mme_chr01	28219	11287836	90.04
PANY_femF1_rev	Mme_chr01	28215	11316073	90.04
PANY_femF1_rev	Mme_chr01	28213	11320735	90.04
PANY_femF1_rev	Mme_chr01	28209	11352977	90.04
PANY_femF1_rev	Mme_chr01	28208	11357841	90.04
PANY_femF1_rev	Mme_chr01	28207	11361163	90.04
PANY_femF1_rev	Mme_chr01	28204	11403601	90.77
PANY_femF1_rev	Mme_chr01	28202	11413175	90.77
PANY_femF1_rev	Mme_chr01	28199	11438256	90.77
PANY_femF1_rev	Mme_chr01	28193	11453632	90.04
PANY_femF1_rev	Mme_chr01	28184	11507147	90.77
PANY_femF1_rev	Mme_chr01	28182	11551060	90.77
PANY_femF1_rev	Mme_chr01	28172	11666915	92.24
PANY_femF1_rev	Mme_chr01	28171	11672023	92.24
PANY_femF1_rev	Mme_chr01	28168	11699123	92.24
PANY_femF1_rev	Mme_chr01	28165	11783217	92.97
PANY_femF1_rev	Mme_chr01	28159	11828608	92.97
PANY_femF1_rev	Mme_chr01	28158	11830432	92.97
PANY_femF1_rev	Mme_chr01	28156	11860563	93.7
PANY_femF1_rev	Mme_chr01	28150	11896782	93.7
PANY_femF1_rev	Mme_chr01	28127	12143703	94.43
PANY_femF1_rev	Mme_chr01	28126	12143761	94.43
PANY_femF1_rev	Mme_chr01	28125	12143914	94.43
PANY_femF1_rev	Mme_chr01	28123	12149600	95.16
PANY_femF1_rev	Mme_chr01	28120	12166724	95.89
PANY_femF1_rev	Mme_chr01	28116	12179666	97.36
PANY_femF1_rev	Mme_chr01	28106	12333352	98.09
PANY_femF1_rev	Mme_chr01	28100	12383524	98.82
PANY_femF1_rev	Mme_chr01	28097	12391599	98.82
PANY_femF1_rev	Mme_chr01	28087	12474496	98.09
PANY_femF1_rev	Mme_chr01	28084	12499951	99.55
PANY_femF1_rev	Mme_chr01	28082	12512511	99.55
PANY_femF1_rev	Mme_chr01	28081	12533815	100.28
PANY_femF1_rev	Mme_chr01	28077	12565247	100.28
PANY_femF1_rev	Mme_chr01	28074	12578876	100.28
PANY_femF1_rev	Mme_chr01	28061	12757180	101.75
PANY_femF1_rev	Mme_chr01	28053	12782914	101.75
PANY_femF1_rev	Mme_chr01	28052	12790814	102.48
PANY_femF1_rev	Mme_chr01	28049	12812729	103.21
PANY_femF1_rev	Mme_chr01	28043	12849869	103.94
PANY_femF1_rev	Mme_chr01	28038	12910726	103.94
PANY_femF1_rev	Mme_chr01	28036	12917191	105.4
PANY_femF1_rev	Mme_chr01	28034	12945124	104.67
PANY_femF1_rev	Mme_chr01	28029	13002803	105.4
PANY_femF1_rev	Mme_chr01	28026	13011751	106.13
PANY_femF1_rev	Mme_chr01	28018	13049791	105.4
PANY_femF1_rev	Mme_chr01	28017	13077992	106.13
PANY_femF1_rev	Mme_chr01	28015	13097563	106.86
PANY_femF1_rev	Mme_chr01	28013	13146817	107.59
PANY_femF1_rev	Mme_chr01	32167	13214962	0
PANY_femF1_rev	Mme_chr01	32166	13635926	128.97
PANY_femF1_rev	Mme_chr01	32160	13914480	129.7
PANY_femF1_rev	Mme_chr01	32152	14222275	131.17
PANY_femF1_rev	Mme_chr01	32143	14381855	129.7
PANY_femF1_rev	Mme_chr01	32142	14385033	128.97
PANY_femF1_rev	Mme_chr01	32140	14400793	129.7
PANY_femF1_rev	Mme_chr01	32139	14453276	129.7
PANY_femF1_rev	Mme_chr01	32135	14526308	129.7
PANY_femF1_rev	Mme_chr01	32130	14653387	129.7
PANY_femF1_rev	Mme_chr01	32124	14765769	129.7
PANY_femF1_rev	Mme_chr01	32123	14772226	129.7
PANY_femF1_rev	Mme_chr01	32120	14783594	129.7
PANY_femF1_rev	Mme_chr01	32109	15107189	133.39
PANY_femF1_rev	Mme_chr01	32090	15479928	134.86
PANY_femF1_rev	Mme_chr01	32086	15485109	134.86
PANY_femF1_rev	Mme_chr01	32085	15489697	134.86
PANY_femF1_rev	Mme_chr01	32084	15494083	134.86
PANY_femF1_rev	Mme_chr01	32075	15647709	138.62
PANY_femF1_rev	Mme_chr01	32069	15681154	140.84
PANY_femF1_rev	Mme_chr01	32062	15751698	143.07
PANY_femF1_rev	Mme_chr01	32054	15857035	143.8
PANY_femF1_rev	Mme_chr01	32052	15860440	143.8
PANY_femF1_rev	Mme_chr01	32027	16120283	149.14
PANY_femF1_rev	Mme_chr01	32023	16125818	149.14
PANY_femF1_rev	Mme_chr01	32020	16152736	149.14
PANY_femF1_rev	Mme_chr01	32016	16178910	151.37
PANY_femF1_rev	Mme_chr01	32011	16244112	152.84
PANY_femF1_rev	Mme_chr01	32006	16399683	153.57
PANY_femF1_rev	Mme_chr01	32005	16411595	153.57
PANY_femF1_rev	Mme_chr01	31992	16503792	155.04
PANY_femF1_rev	Mme_chr01	31985	16566228	159.59
PANY_femF1_rev	Mme_chr01	31959	16858080	164.94
PANY_femF1_rev	Mme_chr01	31957	16863266	164.94
PANY_femF1_rev	Mme_chr01	31956	16863341	164.94
PANY_femF1_rev	Mme_chr01	31949	16964258	164.94
PANY_femF1_rev	Mme_chr01	31933	17296887	167.92
PANY_femF1_rev	Mme_chr01	31926	17492551	171.64
PANY_femF1_rev	Mme_chr01	31924	17511405	171.64
PANY_femF1_rev	Mme_chr01	31918	17683727	171.64
PANY_femF1_rev	Mme_chr01	31910	17826599	170.91
PANY_femF1_rev	Mme_chr01	15093	18076750	171.64
PANY_femF1_rev	Mme_chr02	44606	14884	0
PANY_femF1_rev	Mme_chr02	30728	134181	2.93
PANY_femF1_rev	Mme_chr02	30730	153780	2.2
PANY_femF1_rev	Mme_chr02	30735	274886	5.13
PANY_femF1_rev	Mme_chr02	30739	331003	3.66
PANY_femF1_rev	Mme_chr02	30745	348114	5.86
PANY_femF1_rev	Mme_chr02	30747	354969	5.86
PANY_femF1_rev	Mme_chr02	30759	398861	5.86
PANY_femF1_rev	Mme_chr02	30771	505782	7.33
PANY_femF1_rev	Mme_chr02	30777	524984	7.33
PANY_femF1_rev	Mme_chr02	30779	525172	7.33
PANY_femF1_rev	Mme_chr02	30797	698981	11.09
PANY_femF1_rev	Mme_chr02	30802	746733	11.09
PANY_femF1_rev	Mme_chr02	30805	782631	11.09
PANY_femF1_rev	Mme_chr02	30810	820855	11.09
PANY_femF1_rev	Mme_chr02	30815	835001	11.09
PANY_femF1_rev	Mme_chr02	30847	968566	15.49
PANY_femF1_rev	Mme_chr02	30850	987271	-50.12
PANY_femF1_rev	Mme_chr02	30852	1025705	11.09
PANY_femF1_rev	Mme_chr02	30877	1267361	12.56
PANY_femF1_rev	Mme_chr02	30882	1322300	12.56
PANY_femF1_rev	Mme_chr02	30883	1326053	12.56
PANY_femF1_rev	Mme_chr02	30884	1332188	13.29
PANY_femF1_rev	Mme_chr02	30885	1332278	13.29
PANY_femF1_rev	Mme_chr02	30892	1362714	14.02
PANY_femF1_rev	Mme_chr02	30896	1381853	14.02
PANY_femF1_rev	Mme_chr02	30903	1425087	15.49
PANY_femF1_rev	Mme_chr02	30909	1453599	15.49
PANY_femF1_rev	Mme_chr02	30914	1494571	15.49
PANY_femF1_rev	Mme_chr02	30926	1562813	15.49
PANY_femF1_rev	Mme_chr02	30949	1741180	16.22
PANY_femF1_rev	Mme_chr02	30950	1743994	16.22
PANY_femF1_rev	Mme_chr02	30951	1746880	16.22
PANY_femF1_rev	Mme_chr02	30967	1867421	17.69
PANY_femF1_rev	Mme_chr02	30990	2262627	19.91
PANY_femF1_rev	Mme_chr02	30991	2263009	19.91
PANY_femF1_rev	Mme_chr02	30993	2274646	19.91
PANY_femF1_rev	Mme_chr02	30995	2276540	19.91
PANY_femF1_rev	Mme_chr02	31001	2333758	19.91
PANY_femF1_rev	Mme_chr02	31018	2496254	21.38
PANY_femF1_rev	Mme_chr02	31029	2597241	21.38
PANY_femF1_rev	Mme_chr02	31031	2648429	21.38
PANY_femF1_rev	Mme_chr02	31032	2650287	22.84
PANY_femF1_rev	Mme_chr02	31034	2667016	21.38
PANY_femF1_rev	Mme_chr02	31040	2758447	21.38
PANY_femF1_rev	Mme_chr02	31042	2760575	21.38
PANY_femF1_rev	Mme_chr02	31043	2761380	21.38
PANY_femF1_rev	Mme_chr02	31045	2772471	21.38
PANY_femF1_rev	Mme_chr02	31049	2794353	21.38
PANY_femF1_rev	Mme_chr02	31050	2798589	21.38
PANY_femF1_rev	Mme_chr02	31051	2804270	21.38
PANY_femF1_rev	Mme_chr02	31052	2814483	21.38
PANY_femF1_rev	Mme_chr02	31056	2853126	22.11
PANY_femF1_rev	Mme_chr02	31059	2934788	21.38
PANY_femF1_rev	Mme_chr02	31064	2953888	21.38
PANY_femF1_rev	Mme_chr02	31069	2961455	21.38
PANY_femF1_rev	Mme_chr02	31071	2964624	21.38
PANY_femF1_rev	Mme_chr02	31076	2978253	22.11
PANY_femF1_rev	Mme_chr02	31084	3048421	21.38
PANY_femF1_rev	Mme_chr02	31093	3084413	21.38
PANY_femF1_rev	Mme_chr02	31096	3094520	21.38
PANY_femF1_rev	Mme_chr02	31097	3108340	21.38
PANY_femF1_rev	Mme_chr02	31102	3134398	21.38
PANY_femF1_rev	Mme_chr02	31106	3148567	21.38
PANY_femF1_rev	Mme_chr02	31109	3177405	21.38
PANY_femF1_rev	Mme_chr02	31115	3215465	22.84
PANY_femF1_rev	Mme_chr02	31116	3217355	22.11
PANY_femF1_rev	Mme_chr02	31125	3305683	21.38
PANY_femF1_rev	Mme_chr02	31149	3408845	25.07
PANY_femF1_rev	Mme_chr02	31150	3409025	25.07
PANY_femF1_rev	Mme_chr02	31154	3414786	25.07
PANY_femF1_rev	Mme_chr02	31162	3439324	25.07
PANY_femF1_rev	Mme_chr02	31164	3441344	25.07
PANY_femF1_rev	Mme_chr02	31165	3444936	25.07
PANY_femF1_rev	Mme_chr02	31182	3576029	25.07
PANY_femF1_rev	Mme_chr02	31190	3632840	25.07
PANY_femF1_rev	Mme_chr02	31194	3660598	25.07
PANY_femF1_rev	Mme_chr02	31195	3664133	25.07
PANY_femF1_rev	Mme_chr02	31204	3808259	25.07
PANY_femF1_rev	Mme_chr02	31208	3845627	25.07
PANY_femF1_rev	Mme_chr02	31210	3857180	25.07
PANY_femF1_rev	Mme_chr02	31219	3926172	25.07
PANY_femF1_rev	Mme_chr02	31221	3938223	25.8
PANY_femF1_rev	Mme_chr02	31223	3956128	25.8
PANY_femF1_rev	Mme_chr02	31224	3960072	25.8
PANY_femF1_rev	Mme_chr02	31231	4023470	25.8
PANY_femF1_rev	Mme_chr02	31234	4050193	25.8
PANY_femF1_rev	Mme_chr02	31235	4053548	25.8
PANY_femF1_rev	Mme_chr02	31236	4063713	25.8
PANY_femF1_rev	Mme_chr02	31237	4068605	25.8
PANY_femF1_rev	Mme_chr02	31252	4177690	25.8
PANY_femF1_rev	Mme_chr02	31253	4189658	25.8
PANY_femF1_rev	Mme_chr02	31254	4190469	25.8
PANY_femF1_rev	Mme_chr02	31260	4218823	26.53
PANY_femF1_rev	Mme_chr02	31265	4268081	26.53
PANY_femF1_rev	Mme_chr02	31275	4430703	26.53
PANY_femF1_rev	Mme_chr02	31280	4507238	26.53
PANY_femF1_rev	Mme_chr02	31282	4522112	26.53
PANY_femF1_rev	Mme_chr02	31283	4538505	26.53
PANY_femF1_rev	Mme_chr02	31284	4551553	26.53
PANY_femF1_rev	Mme_chr02	31287	4601341	26.53
PANY_femF1_rev	Mme_chr02	31288	4602915	26.53
PANY_femF1_rev	Mme_chr02	31291	4631574	27.26
PANY_femF1_rev	Mme_chr02	31295	4646086	27.26
PANY_femF1_rev	Mme_chr02	31304	4697819	27.26
PANY_femF1_rev	Mme_chr02	31313	4724164	27.99
PANY_femF1_rev	Mme_chr02	31314	4729885	27.99
PANY_femF1_rev	Mme_chr02	31329	4811103	27.99
PANY_femF1_rev	Mme_chr02	31330	4813927	27.99
PANY_femF1_rev	Mme_chr02	31331	4821347	27.99
PANY_femF1_rev	Mme_chr02	31336	4848539	27.99
PANY_femF1_rev	Mme_chr02	31337	4855606	28.72
PANY_femF1_rev	Mme_chr02	31339	4869564	29.45
PANY_femF1_rev	Mme_chr02	31348	4914689	30.18
PANY_femF1_rev	Mme_chr02	31349	4922187	30.18
PANY_femF1_rev	Mme_chr02	31355	4969902	30.18
PANY_femF1_rev	Mme_chr02	31356	4971250	30.18
PANY_femF1_rev	Mme_chr02	31357	4983185	30.18
PANY_femF1_rev	Mme_chr02	31358	4992469	30.18
PANY_femF1_rev	Mme_chr02	31360	5014935	30.18
PANY_femF1_rev	Mme_chr02	31361	5015208	30.18
PANY_femF1_rev	Mme_chr02	31365	5063934	30.18
PANY_femF1_rev	Mme_chr02	31367	5074427	30.18
PANY_femF1_rev	Mme_chr02	31369	5089512	29.45
PANY_femF1_rev	Mme_chr02	31376	5160566	30.91
PANY_femF1_rev	Mme_chr02	31380	5187456	31.64
PANY_femF1_rev	Mme_chr02	31384	5231782	31.64
PANY_femF1_rev	Mme_chr02	31386	5267506	32.37
PANY_femF1_rev	Mme_chr02	31390	5279848	33.1
PANY_femF1_rev	Mme_chr02	31393	5288182	33.1
PANY_femF1_rev	Mme_chr02	31394	5288203	33.83
PANY_femF1_rev	Mme_chr02	31398	5301139	34.56
PANY_femF1_rev	Mme_chr02	31399	5301380	34.56
PANY_femF1_rev	Mme_chr02	31403	5320497	34.56
PANY_femF1_rev	Mme_chr02	31408	5365060	34.56
PANY_femF1_rev	Mme_chr02	31414	5399295	34.56
PANY_femF1_rev	Mme_chr02	31416	5423392	34.56
PANY_femF1_rev	Mme_chr02	31424	5469473	36.03
PANY_femF1_rev	Mme_chr02	31425	5472053	36.76
PANY_femF1_rev	Mme_chr02	31428	5486197	36.76
PANY_femF1_rev	Mme_chr02	31434	5506007	36.76
PANY_femF1_rev	Mme_chr02	31437	5545160	37.49
PANY_femF1_rev	Mme_chr02	31442	5575729	39.71
PANY_femF1_rev	Mme_chr02	31444	5582135	39.71
PANY_femF1_rev	Mme_chr02	31448	5597557	39.71
PANY_femF1_rev	Mme_chr02	31450	5616190	39.71
PANY_femF1_rev	Mme_chr02	31452	5621988	39.71
PANY_femF1_rev	Mme_chr02	31473	5789747	42.64
PANY_femF1_rev	Mme_chr02	31477	5814103	42.64
