set	map	mkr	phys	gen
PAxJI_femF2	Mme_chr01	41402	4886102	20.493
PAxJI_femF2	Mme_chr01	41403	4866235	20.493
PAxJI_femF2	Mme_chr01	41410	4831525	20.493
PAxJI_femF2	Mme_chr01	41412	4767871	20.493
PAxJI_femF2	Mme_chr01	41415	4749377	20.038
PAxJI_femF2	Mme_chr01	41418	4730561	20.038
PAxJI_femF2	Mme_chr01	41419	4730452	20.038
PAxJI_femF2	Mme_chr01	41425	4686161	19.584
PAxJI_femF2	Mme_chr01	41427	4677961	19.584
PAxJI_femF2	Mme_chr01	41429	4639769	19.584
PAxJI_femF2	Mme_chr01	41431	4629151	19.584
PAxJI_femF2	Mme_chr01	41434	4582607	18.67
PAxJI_femF2	Mme_chr01	41442	4564646	18.67
PAxJI_femF2	Mme_chr01	41447	4521627	18.67
PAxJI_femF2	Mme_chr01	41455	4423626	18.216
PAxJI_femF2	Mme_chr01	41460	4386880	18.216
PAxJI_femF2	Mme_chr01	41462	4369373	18.216
PAxJI_femF2	Mme_chr01	41498	4179916	17.303
PAxJI_femF2	Mme_chr01	41480	4283183	16.848
PAxJI_femF2	Mme_chr01	41477	4307654	16.393
PAxJI_femF2	Mme_chr01	41478	4296966	16.393
PAxJI_femF2	Mme_chr01	41482	4275927	16.393
PAxJI_femF2	Mme_chr01	41483	4243177	16.393
PAxJI_femF2	Mme_chr01	41493	4214768	16.393
PAxJI_femF2	Mme_chr01	41496	4189213	16.393
PAxJI_femF2	Mme_chr01	41500	4157207	16.393
PAxJI_femF2	Mme_chr01	41501	4147905	15.939
PAxJI_femF2	Mme_chr01	41502	4144518	15.939
PAxJI_femF2	Mme_chr01	41507	4116673	15.939
PAxJI_femF2	Mme_chr01	41508	4113637	15.939
PAxJI_femF2	Mme_chr01	41509	4110062	15.939
PAxJI_femF2	Mme_chr01	41512	4077978	15.939
PAxJI_femF2	Mme_chr01	41514	4065945	15.939
PAxJI_femF2	Mme_chr01	41516	4063094	15.939
PAxJI_femF2	Mme_chr01	41517	4052555	15.939
PAxJI_femF2	Mme_chr01	41518	4045000	15.939
PAxJI_femF2	Mme_chr01	41520	4030346	15.939
PAxJI_femF2	Mme_chr01	41524	4008728	15.939
PAxJI_femF2	Mme_chr01	41527	4000726	15.939
PAxJI_femF2	Mme_chr01	41530	3982054	15.939
PAxJI_femF2	Mme_chr01	41532	3933731	15.484
PAxJI_femF2	Mme_chr01	41536	3898253	15.484
PAxJI_femF2	Mme_chr01	41538	3894876	15.484
PAxJI_femF2	Mme_chr01	41557	3749490	14.571
PAxJI_femF2	Mme_chr01	41565	3676141	14.571
PAxJI_femF2	Mme_chr01	41570	3653008	14.117
PAxJI_femF2	Mme_chr01	41571	3631765	14.117
PAxJI_femF2	Mme_chr01	41572	3628172	14.117
PAxJI_femF2	Mme_chr01	41573	3628034	14.117
PAxJI_femF2	Mme_chr01	41576	3616372	14.117
PAxJI_femF2	Mme_chr01	41594	3470367	14.117
PAxJI_femF2	Mme_chr01	41596	3462419	14.117
PAxJI_femF2	Mme_chr01	41601	3444316	13.662
PAxJI_femF2	Mme_chr01	41602	3434071	13.662
PAxJI_femF2	Mme_chr01	41604	3429402	13.207
PAxJI_femF2	Mme_chr01	41613	3359840	13.207
PAxJI_femF2	Mme_chr01	41615	3355382	12.753
PAxJI_femF2	Mme_chr01	41618	3336885	12.753
PAxJI_femF2	Mme_chr01	41619	3334226	12.753
PAxJI_femF2	Mme_chr01	41623	3323698	12.753
PAxJI_femF2	Mme_chr01	41627	3316043	12.753
PAxJI_femF2	Mme_chr01	41628	3295663	12.753
PAxJI_femF2	Mme_chr01	41633	3288960	12.753
PAxJI_femF2	Mme_chr01	41646	3238763	12.753
PAxJI_femF2	Mme_chr01	41657	3215796	12.753
PAxJI_femF2	Mme_chr01	41658	3215750	12.753
PAxJI_femF2	Mme_chr01	41670	3105805	12.298
PAxJI_femF2	Mme_chr01	41673	3095272	12.298
PAxJI_femF2	Mme_chr01	41674	3092416	12.298
PAxJI_femF2	Mme_chr01	41690	3034302	12.298
PAxJI_femF2	Mme_chr01	41697	3018666	12.298
PAxJI_femF2	Mme_chr01	41701	3011211	12.298
PAxJI_femF2	Mme_chr01	41706	2983828	12.298
PAxJI_femF2	Mme_chr01	41713	2955869	12.298
PAxJI_femF2	Mme_chr01	41715	2948071	12.298
PAxJI_femF2	Mme_chr01	41723	2897368	12.298
PAxJI_femF2	Mme_chr01	41737	2741771	11.844
PAxJI_femF2	Mme_chr01	41742	2708568	11.844
PAxJI_femF2	Mme_chr01	41747	2697133	11.844
PAxJI_femF2	Mme_chr01	41756	2682522	11.844
PAxJI_femF2	Mme_chr01	41758	2673796	11.844
PAxJI_femF2	Mme_chr01	41770	2589645	11.844
PAxJI_femF2	Mme_chr01	41703	3008417	11.389
PAxJI_femF2	Mme_chr01	41760	2668420	11.389
PAxJI_femF2	Mme_chr01	41783	2518720	11.389
PAxJI_femF2	Mme_chr01	41824	2285282	11.389
PAxJI_femF2	Mme_chr01	41785	2485469	10.476
PAxJI_femF2	Mme_chr01	41786	2461342	10.476
PAxJI_femF2	Mme_chr01	41799	2423298	10.476
PAxJI_femF2	Mme_chr01	41803	2404324	10.476
PAxJI_femF2	Mme_chr01	41810	2379634	10.476
PAxJI_femF2	Mme_chr01	41811	2379275	10.476
PAxJI_femF2	Mme_chr01	41813	2355379	10.476
PAxJI_femF2	Mme_chr01	41818	2327759	10.476
PAxJI_femF2	Mme_chr01	41827	2271409	10.476
PAxJI_femF2	Mme_chr01	41836	2201136	10.021
PAxJI_femF2	Mme_chr01	41840	2193384	10.021
PAxJI_femF2	Mme_chr01	41844	2169833	10.021
PAxJI_femF2	Mme_chr01	41857	2091266	10.021
PAxJI_femF2	Mme_chr01	41837	2201055	9.567
PAxJI_femF2	Mme_chr01	41845	2158658	9.567
PAxJI_femF2	Mme_chr01	41848	2143240	9.567
PAxJI_femF2	Mme_chr01	41850	2133244	9.567
PAxJI_femF2	Mme_chr01	41851	2127603	9.567
PAxJI_femF2	Mme_chr01	41860	2071359	9.567
PAxJI_femF2	Mme_chr01	41861	2071285	9.567
PAxJI_femF2	Mme_chr01	41866	2051502	9.112
PAxJI_femF2	Mme_chr01	41874	2019420	9.112
PAxJI_femF2	Mme_chr01	41876	2007073	9.112
PAxJI_femF2	Mme_chr01	41877	2001365	9.112
PAxJI_femF2	Mme_chr01	41878	1972278	9.112
PAxJI_femF2	Mme_chr01	41884	1929932	8.658
PAxJI_femF2	Mme_chr01	41891	1913411	8.658
PAxJI_femF2	Mme_chr01	41894	1895881	8.658
PAxJI_femF2	Mme_chr01	41897	1874396	8.658
PAxJI_femF2	Mme_chr01	41885	1927271	8.203
PAxJI_femF2	Mme_chr01	41901	1840335	8.203
PAxJI_femF2	Mme_chr01	41902	1838356	8.203
PAxJI_femF2	Mme_chr01	41904	1826163	8.203
PAxJI_femF2	Mme_chr01	41910	1812672	8.203
PAxJI_femF2	Mme_chr01	41922	1785012	8.203
PAxJI_femF2	Mme_chr01	41927	1743382	8.203
PAxJI_femF2	Mme_chr01	41986	1394009	8.203
PAxJI_femF2	Mme_chr01	41925	1745328	7.749
PAxJI_femF2	Mme_chr01	41932	1710493	7.749
PAxJI_femF2	Mme_chr01	41941	1669206	7.749
PAxJI_femF2	Mme_chr01	41949	1609027	7.749
PAxJI_femF2	Mme_chr01	41950	1608264	7.749
PAxJI_femF2	Mme_chr01	41961	1515003	7.749
PAxJI_femF2	Mme_chr01	41962	1514876	7.749
PAxJI_femF2	Mme_chr01	41965	1508330	7.749
PAxJI_femF2	Mme_chr01	41968	1507099	7.749
PAxJI_femF2	Mme_chr01	41969	1504228	7.749
PAxJI_femF2	Mme_chr01	41970	1502104	7.749
PAxJI_femF2	Mme_chr01	41971	1488205	7.749
PAxJI_femF2	Mme_chr01	41978	1464813	7.749
PAxJI_femF2	Mme_chr01	41979	1438452	7.749
PAxJI_femF2	Mme_chr01	41983	1415665	7.749
PAxJI_femF2	Mme_chr01	41989	1343561	7.749
PAxJI_femF2	Mme_chr01	41996	1318529	7.749
PAxJI_femF2	Mme_chr01	41999	1311975	7.749
PAxJI_femF2	Mme_chr01	42003	1300499	7.749
PAxJI_femF2	Mme_chr01	42009	1274004	7.294
PAxJI_femF2	Mme_chr01	42011	1270660	7.294
PAxJI_femF2	Mme_chr01	42101	319041	7.294
PAxJI_femF2	Mme_chr01	42012	1265573	6.84
PAxJI_femF2	Mme_chr01	42019	1241062	6.84
PAxJI_femF2	Mme_chr01	42030	1184479	6.385
PAxJI_femF2	Mme_chr01	42033	1169673	6.385
PAxJI_femF2	Mme_chr01	42034	1159392	6.385
PAxJI_femF2	Mme_chr01	42036	1141803	5.472
PAxJI_femF2	Mme_chr01	42042	1104301	5.017
PAxJI_femF2	Mme_chr01	42048	1064170	4.563
PAxJI_femF2	Mme_chr01	42049	1053090	4.563
PAxJI_femF2	Mme_chr01	42053	988213	4.108
PAxJI_femF2	Mme_chr01	42054	976097	4.108
PAxJI_femF2	Mme_chr01	42056	968326	4.108
PAxJI_femF2	Mme_chr01	42057	968245	4.108
PAxJI_femF2	Mme_chr01	42065	833995	3.195
PAxJI_femF2	Mme_chr01	42069	784883	2.74
PAxJI_femF2	Mme_chr01	42080	559228	2.74
PAxJI_femF2	Mme_chr01	42073	730616	2.286
PAxJI_femF2	Mme_chr01	42076	682103	1.831
PAxJI_femF2	Mme_chr01	42077	681414	1.831
PAxJI_femF2	Mme_chr01	42078	594709	1.377
PAxJI_femF2	Mme_chr01	42087	473482	0
PAxJI_femF2	Mme_chr01	42088	447633	0
PAxJI_femF2	Mme_chr01	42089	441330	0
PAxJI_femF2	Mme_chr01	42092	379383	0
PAxJI_femF2	Mme_chr01	42102	301441	0
PAxJI_femF2	Mme_chr01	42104	271642	0
PAxJI_femF2	Mme_chr01	42105	271601	0
PAxJI_femF2	Mme_chr01	42107	229389	0
PAxJI_femF2	Mme_chr01	42109	146540	0
PAxJI_femF2	Mme_chr01	42111	135465	0
PAxJI_femF2	Mme_chr01	42114	131725	0
PAxJI_femF2	Mme_chr01	42118	91500	0
PAxJI_femF2	Mme_chr01	42123	49162	0
PAxJI_femF2	Mme_chr01	46802	16440143	177.4
PAxJI_femF2	Mme_chr01	46774	16627057	192.011
PAxJI_femF2	Mme_chr01	46760	16760821	199.097
PAxJI_femF2	Mme_chr01	46777	16603168	199.097
PAxJI_femF2	Mme_chr02	44960	356638	0
PAxJI_femF2	Mme_chr02	44924	134145	9.236
PAxJI_femF2	Mme_chr02	44943	331629	11.551
PAxJI_femF2	Mme_chr02	44947	339703	11.551
PAxJI_femF2	Mme_chr02	44955	350729	11.551
PAxJI_femF2	Mme_chr02	45034	741859	11.551
PAxJI_femF2	Mme_chr02	44945	338374	12.006
PAxJI_femF2	Mme_chr02	44946	339496	12.006
PAxJI_femF2	Mme_chr02	44963	359247	12.006
PAxJI_femF2	Mme_chr02	44992	505816	14.321
PAxJI_femF2	Mme_chr02	45006	566335	14.321
PAxJI_femF2	Mme_chr02	45017	610203	14.321
PAxJI_femF2	Mme_chr02	45022	640796	14.321
PAxJI_femF2	Mme_chr02	45042	799425	14.321
PAxJI_femF2	Mme_chr02	45049	822383	14.321
PAxJI_femF2	Mme_chr02	45076	886186	14.775
PAxJI_femF2	Mme_chr02	45080	893155	14.775
PAxJI_femF2	Mme_chr02	45081	896000	14.775
PAxJI_femF2	Mme_chr02	45082	896115	14.775
PAxJI_femF2	Mme_chr02	45061	860675	15.689
PAxJI_femF2	Mme_chr02	45083	909025	15.689
PAxJI_femF2	Mme_chr02	45050	822495	16.143
PAxJI_femF2	Mme_chr02	45063	867241	16.143
PAxJI_femF2	Mme_chr02	45111	1074459	16.598
PAxJI_femF2	Mme_chr02	45124	1188830	18.441
PAxJI_femF2	Mme_chr02	45125	1192350	18.441
PAxJI_femF2	Mme_chr02	45149	1322213	18.441
PAxJI_femF2	Mme_chr02	45150	1322300	18.441
PAxJI_femF2	Mme_chr02	45151	1326053	18.441
PAxJI_femF2	Mme_chr02	45170	1381792	18.441
PAxJI_femF2	Mme_chr02	45095	976467	19.355
PAxJI_femF2	Mme_chr02	45096	979325	19.355
PAxJI_femF2	Mme_chr02	45097	980518	19.355
PAxJI_femF2	Mme_chr02	45195	1459541	19.355
PAxJI_femF2	Mme_chr02	45194	1455842	20.268
PAxJI_femF2	Mme_chr02	45206	1489436	20.268
PAxJI_femF2	Mme_chr02	45213	1504123	20.268
PAxJI_femF2	Mme_chr02	45219	1530136	20.268
PAxJI_femF2	Mme_chr02	45222	1542432	20.722
PAxJI_femF2	Mme_chr02	45224	1562692	21.177
PAxJI_femF2	Mme_chr02	45225	1562788	21.177
PAxJI_femF2	Mme_chr02	45227	1566633	21.177
PAxJI_femF2	Mme_chr02	45231	1582247	21.177
PAxJI_femF2	Mme_chr02	45238	1599245	21.177
PAxJI_femF2	Mme_chr02	45250	1661718	21.631
PAxJI_femF2	Mme_chr02	45261	1691573	21.631
PAxJI_femF2	Mme_chr02	45270	1765133	22.086
PAxJI_femF2	Mme_chr02	45279	1787319	22.086
PAxJI_femF2	Mme_chr02	45297	1847397	22.086
PAxJI_femF2	Mme_chr02	45304	1934731	22.541
PAxJI_femF2	Mme_chr02	45299	1859270	22.995
PAxJI_femF2	Mme_chr02	45184	1428343	23.45
PAxJI_femF2	Mme_chr02	45307	1970584	23.45
PAxJI_femF2	Mme_chr02	45319	2081878	23.904
PAxJI_femF2	Mme_chr02	45364	2404241	23.904
PAxJI_femF2	Mme_chr02	45091	959083	24.817
PAxJI_femF2	Mme_chr02	45354	2354470	24.817
PAxJI_femF2	Mme_chr02	45372	2447100	25.272
PAxJI_femF2	Mme_chr02	45388	2519530	25.272
PAxJI_femF2	Mme_chr02	45407	2711661	25.272
PAxJI_femF2	Mme_chr02	45414	2743555	25.272
PAxJI_femF2	Mme_chr02	45451	2958551	25.272
PAxJI_femF2	Mme_chr02	45455	2963123	25.272
PAxJI_femF2	Mme_chr02	45427	2793847	25.727
PAxJI_femF2	Mme_chr02	45448	2942132	25.727
PAxJI_femF2	Mme_chr02	45454	2961455	25.727
PAxJI_femF2	Mme_chr02	45461	2977570	25.727
PAxJI_femF2	Mme_chr02	45462	2979330	25.727
PAxJI_femF2	Mme_chr02	45463	2981466	25.727
PAxJI_femF2	Mme_chr02	45466	2999807	25.727
PAxJI_femF2	Mme_chr02	45469	3029849	25.727
PAxJI_femF2	Mme_chr02	45472	3043613	25.727
PAxJI_femF2	Mme_chr02	45477	3066081	25.727
PAxJI_femF2	Mme_chr02	45479	3074208	25.727
PAxJI_femF2	Mme_chr02	45484	3085082	25.727
PAxJI_femF2	Mme_chr02	45498	3148480	26.181
PAxJI_femF2	Mme_chr02	45499	3148557	26.181
PAxJI_femF2	Mme_chr02	45501	3155469	26.181
PAxJI_femF2	Mme_chr02	45506	3183276	26.181
PAxJI_femF2	Mme_chr02	45507	3184622	26.181
PAxJI_femF2	Mme_chr02	45378	2469786	26.636
PAxJI_femF2	Mme_chr02	45493	3132518	26.636
PAxJI_femF2	Mme_chr02	45512	3194624	26.636
PAxJI_femF2	Mme_chr02	45517	3216926	28.012
PAxJI_femF2	Mme_chr02	45520	3233845	28.012
PAxJI_femF2	Mme_chr02	45536	3344731	28.466
PAxJI_femF2	Mme_chr02	45532	3335114	28.921
PAxJI_femF2	Mme_chr02	45543	3363999	28.921
PAxJI_femF2	Mme_chr02	45538	3355975	29.376
PAxJI_femF2	Mme_chr02	45555	3408845	29.376
PAxJI_femF2	Mme_chr02	45566	3434630	29.376
PAxJI_femF2	Mme_chr02	45570	3439391	29.376
PAxJI_femF2	Mme_chr02	45573	3441334	29.376
PAxJI_femF2	Mme_chr02	45576	3451153	29.376
PAxJI_femF2	Mme_chr02	45545	3377336	29.83
PAxJI_femF2	Mme_chr02	45562	3422038	29.83
PAxJI_femF2	Mme_chr02	45580	3504681	29.83
PAxJI_femF2	Mme_chr02	45581	3511325	29.83
PAxJI_femF2	Mme_chr02	45586	3525791	30.285
PAxJI_femF2	Mme_chr02	45551	3391385	30.739
