chr,phys,medchr,pos
1,7343336,3,59.519000000000005
1,7412706,3,58.78899999999999
1,7414839,3,59.519000000000005
1,7420720,3,59.519000000000005
1,7444511,3,60.248999999999995
1,7516898,3,60.978999999999985
1,7600812,3,60.978999999999985
1,7605762,3,60.978999999999985
1,7625336,3,60.978999999999985
1,7633686,3,60.978999999999985
1,7641438,3,60.978999999999985
1,7666615,3,61.709
1,7691309,3,61.709
1,7693118,3,61.709
1,7758260,3,61.709
1,7790028,3,61.709
1,7793692,3,61.709
1,7824388,3,61.709
1,7829155,3,62.43899999999999
1,7841405,3,62.43899999999999
1,7870759,3,62.43899999999999
1,7874251,3,62.43899999999999
1,7927770,3,63.16899999999998
1,7958714,3,63.16899999999998
1,7962969,3,63.16899999999998
1,7965506,3,63.16899999999998
1,8009103,3,61.709
1,8011914,3,63.16899999999998
1,8015253,3,63.16899999999998
1,8031266,3,63.16899999999998
1,8044187,3,63.899
1,8057149,3,65.37
1,8071979,3,63.899
1,8134698,3,63.899
1,8152889,3,63.899
1,8175419,3,63.899
1,8297367,3,63.899
1,8384028,3,63.899
1,8410912,3,63.899
1,8415738,3,63.899
1,8538349,3,65.37
1,8560548,3,65.37
1,8627378,3,65.37
1,8725241,3,67.57
1,8737720,3,68.29999999999998
1,8742882,3,68.29999999999998
1,8743195,3,68.29999999999998
1,8745362,3,68.29999999999998
1,8774205,3,69.03
1,8857255,3,69.03
1,8858223,3,69.03
1,8895757,3,69.75999999999999
1,8992771,3,69.75999999999999
1,9014811,3,69.75999999999999
1,9023501,3,69.75999999999999
1,9032002,3,69.75999999999999
1,9049659,3,69.75999999999999
1,9050121,3,69.75999999999999
1,9095758,3,69.75999999999999
1,9131555,3,69.75999999999999
1,9150140,3,69.75999999999999
1,9476688,3,71.983
1,9496608,3,71.983
1,9500740,3,71.983
1,9500946,3,71.983
1,9511859,3,71.983
1,9544141,3,71.983
1,9549085,3,71.983
1,9586927,3,71.983
1,9601354,3,71.983
1,9633399,3,71.983
1,9680109,3,71.983
1,9681397,3,71.983
1,9811007,3,74.205
1,9948082,3,75.67599999999999
1,10015750,3,75.67599999999999
1,10077421,3,76.40599999999999
1,10088902,3,75.67599999999999
1,10117407,3,76.40599999999999
1,10177431,3,76.40599999999999
1,10184468,3,76.40599999999999
1,10419770,3,76.40599999999999
1,10482313,3,76.40599999999999
1,10540598,3,77.866
1,10558961,3,77.866
1,10574687,3,77.866
1,10628772,3,77.866
1,10750297,3,78.59599999999999
1,10756532,3,78.59599999999999
1,10803127,3,78.59599999999999
1,10904117,3,77.136
1,10924671,3,78.59599999999999
1,10926841,3,78.59599999999999
1,11000229,3,79.326
1,11047811,3,80.056
1,11068910,3,80.056
1,11077361,3,80.056
1,11221879,3,80.786
1,11243444,3,80.786
1,11302003,3,80.786
1,11302006,3,80.786
1,11347334,3,82.24499999999999
1,11351177,3,82.24499999999999
1,11367693,3,82.24499999999999
1,11369888,3,82.24499999999999
1,11417475,3,82.24499999999999
1,11462607,3,82.24499999999999
1,11482927,3,82.24499999999999
1,11494786,3,82.975
1,11517417,3,82.975
1,11543248,3,82.975
1,11607327,3,83.705
1,11614606,3,84.43499999999999
1,11616340,3,83.705
1,11637696,3,83.705
1,11772430,3,83.705
1,11790816,3,83.705
1,11859722,3,84.43499999999999
1,11917925,3,84.43499999999999
1,11939213,3,83.705
1,11980057,3,84.43499999999999
1,11981679,3,84.43499999999999
1,11987394,3,84.43499999999999
1,12038478,3,83.705
1,12047921,3,84.43499999999999
1,12057747,3,84.43499999999999
1,12234242,3,84.43499999999999
1,12290567,3,84.43499999999999
1,12430922,3,84.43499999999999
1,12487345,3,84.43499999999999
1,12504691,3,84.43499999999999
1,12532582,3,84.43499999999999
1,12592554,3,84.43499999999999
1,12613676,3,84.43499999999999
1,12709375,3,84.43499999999999
1,12838312,3,84.43499999999999
1,12857093,3,84.43499999999999
1,12862565,3,84.43499999999999
1,12956798,3,84.43499999999999
1,12987899,3,84.43499999999999
1,13045367,3,84.43499999999999
1,13048343,3,84.43499999999999
1,13087586,3,84.43499999999999
1,13099167,3,84.43499999999999
1,13109644,3,84.43499999999999
1,13120662,3,84.43499999999999
1,13136022,3,84.43499999999999
1,13141849,3,84.43499999999999
1,13218786,3,84.43499999999999
1,13257071,3,85.16499999999999
1,13290896,3,85.16499999999999
1,13319327,3,85.16499999999999
1,13402254,3,85.16499999999999
1,13425745,3,85.895
1,13431846,3,85.16499999999999
1,13437145,3,85.16499999999999
1,13456141,3,85.16499999999999
1,13476874,3,85.16499999999999
1,13497099,3,85.895
1,13564760,3,87.366
1,13564930,3,87.366
1,13590135,3,87.366
1,13657682,3,87.366
1,13665301,3,87.366
1,13775447,3,87.366
1,13882345,3,88.826
1,13907536,3,90.29599999999999
1,13949118,3,91.026
1,13970229,3,91.026
1,14059758,3,91.026
1,14089816,3,91.026
1,14104019,3,91.026
1,14120493,3,91.026
1,14143980,3,91.026
1,14192852,3,91.026
1,14285058,3,91.026
1,14434281,3,93.249
1,14480390,3,93.249
1,14493251,3,93.249
1,14502684,3,93.249
1,14532641,3,93.249
1,14559500,3,93.249
1,14760831,3,94.72
1,14821358,3,94.72
1,15013766,3,96.19
1,15028691,3,96.19
1,15034825,3,96.19
1,15064111,3,96.19
1,15077769,3,96.19
1,15098290,3,96.92
1,15106675,3,96.92
1,15176655,3,96.92
1,15217232,3,96.92
1,15276234,3,97.64999999999999
1,15354471,3,98.38
1,15392340,3,98.38
1,15421538,3,98.38
1,15463780,3,98.38
1,15464019,3,98.38
1,15478178,3,98.38
1,15478181,3,98.38
1,15553823,3,100.603
1,15582006,3,101.333
1,15736882,3,101.333
1,15753899,3,101.333
1,15785067,3,101.333
1,15800294,3,101.333
1,15805987,3,101.333
1,15832482,3,102.06299999999999
1,15842622,3,102.06299999999999
1,15844780,3,102.06299999999999
1,15892535,3,102.06299999999999
1,15929047,3,102.06299999999999
1,15929437,3,102.06299999999999
1,15952746,3,102.06299999999999
1,16018409,3,102.79299999999999
1,16051273,3,102.79299999999999
1,16171693,3,102.79299999999999
1,16217084,3,102.79299999999999
1,16221410,3,102.79299999999999
1,16247767,3,102.79299999999999
1,16254689,3,102.79299999999999
1,16256335,3,102.79299999999999
1,16303186,3,103.523
1,16318955,3,104.252
1,16337120,3,102.79299999999999
1,16368024,3,105.723
1,16396073,3,105.723
1,16400901,3,106.45299999999999
1,16410064,3,105.723
1,16432311,3,105.723
1,16451021,3,105.723
1,16534840,3,106.45299999999999
1,16538552,3,106.45299999999999
1,16541113,3,106.45299999999999
1,16564686,3,106.45299999999999
1,16627220,3,107.913
1,16769184,3,107.18299999999999
1,16839297,3,108.643
1,16844777,3,108.643
1,16912282,3,108.643
1,16999085,3,109.37299999999999
1,17034472,3,109.37299999999999
1,17097794,3,109.37299999999999
1,17105703,3,109.37299999999999
1,17128573,3,109.37299999999999
1,17226444,3,110.103
1,17337693,3,110.833
1,17371899,3,111.56299999999999
1,17390838,3,111.56299999999999
1,17400007,3,110.833
1,17429457,3,110.833
1,17487783,3,110.833
1,17506522,3,110.833
1,17507458,3,110.833
1,17511060,3,110.833
1,17534812,3,110.833
1,17585900,3,110.833
1,17902998,3,114.515
1,17924702,3,113.785
1,17930231,3,113.785
1,17960148,3,113.785
1,17966786,3,114.515
1,18013456,3,114.515
1,18024736,3,114.515
1,18025677,3,114.515
1,18199626,3,115.975
1,18253303,3,115.975
1,18255430,3,115.975
1,18257682,3,115.975
1,18266734,3,115.975
1,18268299,3,116.705
1,18279959,3,115.975
1,18359266,3,116.705
1,18372608,3,116.705
1,18385263,3,116.705
1,18437699,3,116.705
1,18443039,3,116.705
1,18458172,3,116.705
1,18629179,3,117.43499999999999
1,18660856,3,117.43499999999999
1,18662095,3,117.43499999999999
1,18698639,3,117.43499999999999
1,18699355,3,117.43499999999999
1,18700770,3,116.705
1,18741317,3,117.43499999999999
1,18759878,3,117.43499999999999
1,18770501,3,117.43499999999999
1,18912053,3,118.90599999999999
1,18963941,3,119.636
1,19007957,3,119.636
1,19051147,3,120.366
1,19088233,3,120.366
1,19100794,3,121.095
1,19108020,3,120.366
1,19108023,3,120.366
1,19132972,3,120.366
1,19132975,3,120.366
1,19229011,3,120.366
1,19348288,3,121.095
1,19368189,3,121.095
1,19389460,3,121.095
1,19394032,3,121.82499999999999
1,19535734,3,121.095
1,19549728,3,121.095
1,19554909,3,121.095
1,19594145,3,121.095
1,19599224,3,121.095
1,19609207,3,121.82499999999999
1,19622018,3,121.095
1,19642757,3,121.095
1,19842844,3,122.55499999999999
1,19925629,3,122.55499999999999
1,20042174,3,122.55499999999999
1,20124917,3,123.285
1,20136738,3,122.55499999999999
1,20175238,3,123.285
1,20233840,3,124.756
1,20264333,3,125.48599999999999
1,20276775,3,125.48599999999999
1,20307017,3,125.48599999999999
1,20314152,3,125.48599999999999
1,20325190,3,125.48599999999999
1,20394040,3,125.48599999999999
1,20398253,3,125.48599999999999
1,20437955,3,125.48599999999999
1,20492447,3,125.48599999999999
1,20553178,3,125.48599999999999
1,20585763,3,125.48599999999999
1,20596676,3,125.48599999999999
1,20680937,3,125.48599999999999
1,20701949,3,126.957
1,20748758,3,126.957
1,20815103,3,127.687
1,20815682,3,127.687
1,20827065,3,127.687
1,20827419,3,127.687
1,20853233,3,127.687
1,20940861,3,129.909
1,20968507,3,129.909
1,21032520,3,130.639
1,21138434,3,132.11
1,21152354,3,134.31
1,21259422,3,133.57999999999998
1,21305774,3,134.31
1,21318223,3,135.781
1,21494332,3,137.982
1,21585574,3,137.982
1,21585949,3,137.982
1,21648115,3,138.712
1,21698842,3,138.712
1,21706846,3,138.712
1,21719527,3,139.442
1,21900540,3,141.642
1,21915556,3,141.642
1,21932139,3,141.642
1,21971677,3,141.642
1,21988589,3,142.37199999999999
1,21994711,3,143.102
1,22012618,3,143.102
1,22135625,3,144.57299999999998
1,22179019,3,144.57299999999998
1,22184462,3,144.57299999999998
1,22188100,3,144.57299999999998
1,22226265,3,145.303
1,22226268,3,145.303
1,22242969,3,146.033
1,22294587,3,146.033
1,22309339,3,146.033
1,22324864,3,146.033
1,22401877,3,147.503
1,22412406,3,147.503
1,22444246,3,147.503
1,22462598,3,147.503
1,22505325,3,148.963
1,22511887,3,148.963
1,22517904,3,148.233
1,22520646,3,148.233
1,22592853,3,148.963
1,22595823,3,148.963
1,22604927,3,148.963
1,22631582,3,148.963
1,22721621,3,150.434
1,22741357,3,150.434
1,22774339,3,150.434
1,22814678,3,151.164
1,22817442,3,151.164
1,22820236,3,151.164
1,22846830,3,151.894
1,22846833,3,151.894
1,22883577,3,152.624
1,22886560,3,151.894
1,22888747,3,151.894
1,22889412,3,151.894
1,22926630,3,151.894
1,22988563,3,154.095
1,23016266,3,151.894
1,23079538,3,154.095
1,23091102,3,154.095
1,23091324,3,154.095
1,23092233,3,154.095
1,23103349,3,154.095
1,23108212,3,154.095
1,23123530,3,154.095
1,23177880,3,154.824
1,23197249,3,154.824
1,23214095,3,154.824
1,23232607,3,154.824
1,23233173,3,154.824
1,23241498,3,154.824
1,23296246,3,154.824
1,23344411,3,154.824
1,23345642,3,154.824
1,23367362,3,154.824
1,23403020,3,154.824
1,23420303,3,154.824
1,23521282,3,156.295
1,23540336,3,156.295
1,23557776,3,156.295
1,23569849,3,156.295
1,23660960,3,157.02499999999998
1,23718718,3,157.02499999999998
1,23752714,3,159.956
1,23758146,3,159.956
1,23779155,3,162.156
1,23794107,3,162.156
1,23801224,3,161.426
1,23808557,3,162.156
1,23821097,3,162.156
1,23882434,3,162.156
1,23955504,3,162.886
1,24017196,3,164.357
1,24139800,3,169.706
1,24157247,3,171.176
1,24172395,3,171.176
1,24241274,3,171.176
1,24268934,3,171.176
1,24278109,3,171.176
1,24442823,3,172.647
1,24456352,3,172.647
1,24542659,3,172.647
1,24660177,3,175.63299999999998
1,24707582,3,177.10399999999998
1,24709459,3,177.10399999999998
1,24796454,3,178.57399999999998
1,24883617,3,178.57399999999998
1,25021268,3,180.775
1,25084860,3,181.505
1,25219914,3,183.727
1,25659504,3,193.141
1,25745812,3,193.87
1,25855696,3,192.411
1,25920217,3,196.093
1,25944002,3,196.093
1,26262723,3,196.093
1,26430294,3,199.034
1,26471478,3,199.76399999999998
1,26478862,3,199.034
2,4687,9,0
2,54656,9,0
2,117657,9,0
2,258175,9,0
2,275999,9,0
2,294754,9,0
2,299655,9,0
2,330425,9,0
2,332503,9,0
2,353535,9,0.7299999999999898
2,356806,9,0
2,409261,9,1.460000000000008
2,441025,9,2.1899999999999977
2,505626,9,2.9199999999999875
2,527141,9,2.1899999999999977
2,593741,9,2.1899999999999977
2,618257,9,2.1899999999999977
2,755216,9,2.9199999999999875
2,772328,9,2.9199999999999875
2,779144,9,2.9199999999999875
2,794730,9,3.6500000000000057
2,850148,9,5.849999999999994
2,882517,9,8.836000000000013
2,1036659,9,14.185000000000002
2,1039389,9,14.185000000000002
2,1056926,9,14.185000000000002
2,1060288,9,14.185000000000002
2,1060822,9,14.185000000000002
2,1143271,9,15.656000000000006
2,1145135,9,15.656000000000006
2,1174815,9,15.656000000000006
2,1199989,9,15.656000000000006
2,1241041,9,16.385999999999996
2,1291661,9,17.11500000000001
2,1371034,9,20.101
2,1384308,9,21.572000000000003
2,1408318,9,22.301999999999992
2,1424265,9,23.03200000000001
2,1442266,9,24.502999999999986
2,1474820,9,27.489000000000004
2,1498779,9,28.959000000000003
2,1523387,9,28.959000000000003
2,1578178,9,28.959000000000003
2,1676760,9,30.430000000000007
2,1734170,9,30.430000000000007
2,1753553,9,32.65299999999999
2,1814355,9,34.12299999999999
2,1873214,9,37.07599999999999
2,1906902,9,38.547
2,1935707,9,39.27699999999999
2,1965297,9,38.547
2,2031078,9,43.69999999999999
2,2035936,9,42.97
2,2167849,9,48.92099999999999
2,2181969,9,48.191
2,2253955,9,51.143
2,2266651,9,51.87299999999999
2,2328379,9,56.297
2,2399675,9,56.297
2,2438088,9,56.297
2,2438091,9,56.297
2,2480155,9,56.297
2,2609968,9,56.297
2,2609971,9,56.297
2,2711722,9,56.297
2,2739446,9,57.756
2,2923411,9,56.297
2,2975545,9,56.297
2,3038672,9,56.297
2,3159544,9,56.297
2,4048124,9,55.56699999999999
2,4195253,9,56.297
2,4196566,9,56.297
2,4226815,9,56.297
2,4346700,9,56.297
2,4362334,9,56.297
2,4591899,9,56.297
2,4592771,9,56.297
2,4737183,9,56.297
2,4753201,9,56.297
2,4808181,9,56.297
2,4810940,9,56.297
2,4860118,9,56.297
2,4937494,9,56.297
2,4962359,9,56.297
2,4994497,9,56.297
2,4997432,9,56.297
2,5055643,9,56.297
2,5090786,9,56.297
2,5112268,9,56.297
2,5152817,9,56.297
2,5184739,9,56.297
2,5199571,9,56.297
2,5220218,9,57.025999999999996
2,5224911,9,56.297
2,5259368,9,56.297
2,5317330,9,57.025999999999996
2,5367714,9,57.025999999999996
2,5375150,9,57.025999999999996
2,5385906,9,57.025999999999996
2,5400701,9,57.756
2,5463361,9,57.756
2,5529124,9,58.486000000000004
2,5596905,9,58.486000000000004
2,5604323,9,58.486000000000004
2,5611832,9,58.486000000000004
2,5614129,9,58.486000000000004
2,5638222,9,58.486000000000004
2,5704532,9,59.215999999999994
2,5713746,9,59.215999999999994
2,5718774,9,59.215999999999994
2,5719170,9,59.215999999999994
2,5738197,9,59.215999999999994
2,5748637,9,59.215999999999994
2,5751915,9,59.215999999999994
2,5918567,9,59.215999999999994
2,6030369,9,59.215999999999994
2,6032540,9,59.215999999999994
2,6036820,9,59.215999999999994
2,6036823,9,59.215999999999994
2,6072193,9,59.215999999999994
2,6125265,9,59.215999999999994
2,6132107,9,59.215999999999994
2,6142271,9,59.215999999999994
2,6143514,9,59.215999999999994
2,6155005,9,59.215999999999994
2,6237748,9,59.215999999999994
2,6321776,9,59.215999999999994
2,6325059,9,59.215999999999994
2,6384388,9,59.215999999999994
2,6396167,9,59.215999999999994
2,6397160,9,59.215999999999994
2,6398275,9,59.215999999999994
2,6422335,9,59.215999999999994
2,6441849,9,59.215999999999994
2,6462433,9,59.215999999999994
2,6491839,9,59.215999999999994
2,6511695,9,59.215999999999994
2,6514610,9,59.215999999999994
2,6525315,9,59.215999999999994
2,6593702,9,60.676
2,6609011,9,59.215999999999994
2,6616678,9,59.946
2,6629305,9,59.946
2,6629496,9,59.946
2,6634629,9,59.946
2,6667600,9,59.946
2,6695159,9,59.946
2,6701535,9,59.946
2,6728423,9,59.946
2,6734142,9,59.946
2,6735884,9,59.946
2,6746004,9,59.946
2,6749755,9,59.946
2,6805966,9,60.676
2,6856993,9,61.406000000000006
2,6865830,9,60.676
2,6877661,9,60.676
2,6885332,9,60.676
2,6885642,9,61.406000000000006
2,6910590,9,60.676
2,6923473,9,60.676
2,6932936,9,60.676
2,6967267,9,61.406000000000006
2,6971452,9,61.406000000000006
2,6995719,9,60.676
2,7007576,9,60.676
2,7030492,9,60.676
2,7094130,9,62.135999999999996
2,7118401,9,62.135999999999996
2,7137985,9,62.135999999999996
2,7141213,9,62.135999999999996
2,7151463,9,62.135999999999996
2,7254165,9,62.135999999999996
2,7342991,9,62.866
2,7403858,9,62.866
2,7420880,9,62.866
2,7430764,9,62.866
2,7479202,9,63.596000000000004
2,7540864,9,65.067
2,7540867,9,65.067
2,7557592,9,65.067
2,7800504,9,68.053
2,7831337,9,68.783
2,7867709,9,69.512
2,7867712,9,70.242
2,7879431,9,69.512
2,7881383,9,69.512
2,7907697,9,69.512
2,7910338,9,69.512
2,7916092,9,69.512
2,7968359,9,69.512
2,8020079,9,70.972
2,8061239,9,70.972
2,8101544,9,70.972
2,8163674,9,70.972
2,8170265,9,71.702
2,8175722,9,71.702
2,8199655,9,71.702
2,8271184,9,72.432
2,8439345,9,74.655
2,8525822,9,74.655
2,8541077,9,74.655
2,8546291,9,74.655
2,8553431,9,74.655
2,8558912,9,75.385
2,8676725,9,74.655
2,8708089,9,75.385
2,8729726,9,75.385
2,8763150,9,76.855
2,8764521,9,76.855
2,8811070,9,76.855
2,8897837,9,78.315
2,8907147,9,78.315
2,8907150,9,78.315
2,8941708,9,78.315
2,8958432,9,78.315
2,8973493,9,78.315
2,8980955,9,78.315
2,8993618,9,78.315
2,9003819,9,79.045
2,9031658,9,79.045
2,9044919,9,79.045
2,9049297,9,79.045
2,9089522,9,79.045
2,9306979,9,80.505
2,9317489,9,79.775
2,9531863,9,80.505
2,9581334,9,80.505
2,9590791,9,80.505
2,9607644,9,80.505
2,9663058,9,80.505
2,9674006,9,80.505
2,9697855,9,80.505
2,9705373,9,81.235
2,9800859,9,81.235
2,9803779,9,81.235
2,9816741,9,81.235
2,9840524,9,81.235
2,9849276,9,81.235
2,9849582,9,81.235
2,9849585,9,81.235
2,9870496,9,81.235
2,9941163,9,82.695
2,9997466,9,82.695
2,10031224,9,81.965
2,10052938,9,82.695
2,10073653,9,81.965
2,10080660,9,82.695
2,10100252,9,82.695
2,10111219,9,82.695
2,10337646,9,82.695
2,10344723,9,82.695
2,10374755,9,83.425
2,10529208,9,84.155
2,10542389,9,84.885
2,10614642,9,84.885
2,10659507,9,85.615
2,10672079,9,85.615
2,10720045,9,85.615
2,10813998,9,85.615
2,10875413,9,85.615
2,10875661,9,85.615
2,10925524,9,86.345
2,10957498,9,87.075
2,11030330,9,87.075
2,11069038,9,87.075
2,11140212,9,87.075
2,11195820,9,87.075
2,11237935,9,87.075
2,11250426,9,87.075
2,11274099,9,87.075
2,11319875,9,87.075
2,11334587,9,87.075
2,11378509,9,87.075
2,11402472,9,88.545
2,11417849,9,89.275
2,11448783,9,89.275
2,11461402,9,89.275
2,11481035,9,88.545
2,11569693,9,90.005
2,11597361,9,90.005
2,11625181,9,90.005
2,11628581,9,90.005
2,11631801,9,90.005
2,11662366,9,90.005
2,11662532,9,90.005
2,11669933,9,90.005
2,11672827,9,90.005
2,11679603,9,90.005
2,11699381,9,90.005
2,11708700,9,90.005
2,11741905,9,91.476
2,11778084,9,91.476
2,11803164,9,91.476
2,11813672,9,91.476
2,11880416,9,92.206
2,11940538,9,93.666
2,11964962,9,93.666
2,12078445,9,93.666
2,12091799,9,93.666
2,12151353,9,93.666
2,12165145,9,93.666
2,12204607,9,93.666
2,12211534,9,93.666
2,12218269,9,94.396
2,12241451,9,94.396
2,12302338,9,96.618
2,12323934,9,97.348
2,12364434,9,97.348
2,12397847,9,98.078
2,12453842,9,98.078
2,12494210,9,98.808
2,12540324,9,100.279
2,12552976,9,100.279
2,12561168,9,100.279
2,12570109,9,100.279
2,12577842,9,100.279
2,12583265,9,100.279
2,12599354,9,101.749
2,12604993,9,101.749
2,12605409,9,101.749
2,12606790,9,101.749
2,12612433,9,101.749
2,12631022,9,101.749
2,12661379,9,101.749
2,12686732,9,103.22
2,12698317,9,103.22
2,12704352,9,103.22
2,12706054,9,103.22
2,12754116,9,103.95
2,12759459,9,103.95
2,12761538,9,103.95
2,12783727,9,103.95
2,12789655,9,103.95
2,12809314,9,103.95
2,12818830,9,103.95
2,12879468,9,103.95
2,12901441,9,105.41
2,12913565,9,104.68
2,13063167,9,106.14
2,13068435,9,106.14
2,13100181,9,106.14
2,13107393,9,106.14
2,13138659,9,106.14
2,13179783,9,106.14
2,13179786,9,106.14
2,13206277,9,106.14
2,13287039,9,106.14
2,13325129,9,106.14
2,13361084,9,106.14
2,13387232,9,106.87
2,13414864,9,107.6
2,13522387,9,109.06
2,13556190,9,109.06
2,13591084,9,109.06
2,13622344,9,109.06
2,13662216,9,109.06
2,13692586,9,109.06
2,13729358,9,109.79
2,13780753,9,111.26
2,13794409,9,111.26
2,13837088,9,111.26
2,13975786,9,111.99
2,14028794,9,111.99
2,14145672,9,114.976
2,14237752,9,114.976
2,14237755,9,114.976
2,14281752,9,114.976
2,14305402,9,114.976
2,14379671,9,114.976
2,14385704,9,114.976
2,14402702,9,114.976
2,14621125,9,115.706
2,14663433,9,116.436
2,14670861,9,116.436
2,14816848,9,117.166
2,14830616,9,117.166
2,14848417,9,117.166
2,14893724,9,117.166
2,14917839,9,117.166
2,15004682,9,117.166
2,15083790,9,117.166
2,15244959,9,118.637
2,15287630,9,118.637
2,15349198,9,118.637
2,15354078,9,118.637
2,15492985,9,120.837
2,15498251,9,120.107
2,15550761,9,120.837
2,15629004,9,120.837
2,15640147,9,120.837
2,15661305,9,120.837
2,15701932,9,120.837
2,15713116,9,120.837
2,15756716,9,122.30799999999999
2,15884007,9,122.30799999999999
2,15913431,9,123.038
2,15943817,9,123.038
2,15960807,9,123.038
2,15961118,9,123.038
2,15996548,9,123.038
2,16001649,9,120.837
2,16330578,9,127.58700000000002
2,16478576,9,127.58700000000002
2,16485259,9,127.58700000000002
2,16511411,9,127.58700000000002
2,16531394,9,127.58700000000002
2,16533732,9,127.58700000000002
2,16574330,9,128.317
2,16601924,9,128.317
2,16617704,9,128.317
2,16637728,9,128.317
2,16691433,9,129.046
2,16699144,9,129.046
2,16898460,9,129.046
2,16905310,9,129.046
2,16944238,9,129.776
2,17039630,9,129.776
2,17082634,9,129.776
2,17116294,9,129.776
2,17153665,9,132.718
2,17181834,9,131.24699999999999
2,17190713,9,131.24699999999999
2,17307707,9,132.718
2,17316108,9,132.718
2,17316367,9,132.718
2,17316370,9,132.718
2,17387230,9,133.448
2,17409297,9,133.448
2,17462756,9,134.178
2,17473668,9,134.178
2,17504758,9,134.178
2,17607335,9,134.178
2,17646544,9,134.178
2,17672676,9,135.638
2,17685748,9,134.178
2,17721770,9,134.908
2,17761193,9,135.638
2,17782703,9,136.367
2,17785224,9,136.367
2,17785586,9,136.367
2,17805424,9,137.097
