set	map	mkr	phys	gen
JIGA_femF1	Mme_chr06	mkr122	6101482	47.03
JIGA_femF1	Mme_chr06	mkr123	6141449	47.76
JIGA_femF1	Mme_chr06	mkr124	6144348	47.76
JIGA_femF1	Mme_chr06	mkr125	6159621	47.76
JIGA_femF1	Mme_chr06	mkr126	6166010	47.03
JIGA_femF1	Mme_chr06	mkr127	6166427	47.76
JIGA_femF1	Mme_chr06	mkr128	6175239	47.76
JIGA_femF1	Mme_chr06	mkr129	6198184	47.03
JIGA_femF1	Mme_chr06	mkr130	6206674	47.76
JIGA_femF1	Mme_chr06	mkr131	6306968	47.76
JIGA_femF1	Mme_chr06	mkr132	6342127	47.76
JIGA_femF1	Mme_chr06	mkr133	6435354	47.76
JIGA_femF1	Mme_chr06	mkr134	6536842	47.76
JIGA_femF1	Mme_chr06	mkr135	6539748	47.76
JIGA_femF1	Mme_chr06	mkr136	6784088	47.76
JIGA_femF1	Mme_chr06	mkr137	6784227	47.03
JIGA_femF1	Mme_chr06	mkr138	6901514	47.76
JIGA_femF1	Mme_chr06	mkr139	6923947	47.76
JIGA_femF1	Mme_chr06	mkr140	6980321	47.76
JIGA_femF1	Mme_chr06	mkr141	7017296	47.76
JIGA_femF1	Mme_chr06	mkr142	7024004	49.22
JIGA_femF1	Mme_chr06	mkr143	7024112	47.76
JIGA_femF1	Mme_chr06	mkr144	7043502	47.76
JIGA_femF1	Mme_chr06	mkr145	7047569	47.03
JIGA_femF1	Mme_chr06	mkr146	7052784	47.76
JIGA_femF1	Mme_chr06	mkr147	7091223	47.76
JIGA_femF1	Mme_chr06	mkr148	7091333	47.03
JIGA_femF1	Mme_chr06	mkr149	7133554	47.76
JIGA_femF1	Mme_chr06	mkr150	7133864	47.76
JIGA_femF1	Mme_chr06	mkr151	7190853	47.03
JIGA_femF1	Mme_chr06	mkr152	7212090	47.76
JIGA_femF1	Mme_chr06	mkr153	7236630	47.76
JIGA_femF1	Mme_chr06	mkr154	7237039	47.76
JIGA_femF1	Mme_chr06	mkr155	7254116	47.03
JIGA_femF1	Mme_chr06	mkr156	7313877	47.76
JIGA_femF1	Mme_chr06	mkr157	7321983	47.03
JIGA_femF1	Mme_chr06	mkr158	7322733	47.03
JIGA_femF1	Mme_chr06	mkr159	7338261	47.76
JIGA_femF1	Mme_chr06	mkr160	7341641	47.76
JIGA_femF1	Mme_chr06	mkr161	7341759	47.76
JIGA_femF1	Mme_chr06	mkr162	7387592	47.76
JIGA_femF1	Mme_chr06	mkr163	7397105	47.76
JIGA_femF1	Mme_chr06	mkr164	7422983	47.76
JIGA_femF1	Mme_chr06	mkr165	7443095	47.76
JIGA_femF1	Mme_chr06	mkr166	7452683	47.03
JIGA_femF1	Mme_chr06	mkr167	7569670	47.03
JIGA_femF1	Mme_chr06	mkr168	7636959	47.76
JIGA_femF1	Mme_chr06	mkr169	7667149	47.76
JIGA_femF1	Mme_chr06	mkr170	7770786	47.76
JIGA_femF1	Mme_chr06	mkr171	7775785	47.76
JIGA_femF1	Mme_chr06	mkr172	7797148	47.76
JIGA_femF1	Mme_chr06	mkr173	7848456	47.76
JIGA_femF1	Mme_chr06	mkr174	7852093	47.76
JIGA_femF1	Mme_chr06	mkr175	7856357	47.76
JIGA_femF1	Mme_chr06	mkr176	7876987	47.76
JIGA_femF1	Mme_chr06	mkr177	7960534	47.76
JIGA_femF1	Mme_chr06	mkr178	7968217	47.76
JIGA_femF1	Mme_chr06	mkr179	7997612	47.76
JIGA_femF1	Mme_chr06	mkr180	8001742	47.76
JIGA_femF1	Mme_chr06	mkr181	8019822	47.03
JIGA_femF1	Mme_chr06	mkr182	8041296	47.76
JIGA_femF1	Mme_chr06	mkr183	8055207	47.76
JIGA_femF1	Mme_chr06	mkr184	8057482	49.22
JIGA_femF1	Mme_chr06	mkr185	8062264	47.76
JIGA_femF1	Mme_chr06	mkr186	8156194	47.76
JIGA_femF1	Mme_chr06	mkr187	8195988	47.76
JIGA_femF1	Mme_chr06	mkr188	8209685	47.76
JIGA_femF1	Mme_chr06	mkr189	8298929	47.76
JIGA_femF1	Mme_chr06	mkr190	8322960	47.76
JIGA_femF1	Mme_chr06	mkr191	8346543	48.49
JIGA_femF1	Mme_chr06	mkr192	8351377	47.76
JIGA_femF1	Mme_chr06	mkr193	8366908	47.76
JIGA_femF1	Mme_chr06	mkr194	8370708	47.76
JIGA_femF1	Mme_chr06	mkr195	8406736	47.76
JIGA_femF1	Mme_chr06	mkr196	8431985	47.76
JIGA_femF1	Mme_chr06	mkr197	8441904	47.76
JIGA_femF1	Mme_chr06	mkr198	8447521	47.76
JIGA_femF1	Mme_chr06	mkr199	8450727	47.76
JIGA_femF1	Mme_chr06	mkr200	8492652	47.76
JIGA_femF1	Mme_chr06	mkr201	8513763	47.76
JIGA_femF1	Mme_chr06	mkr202	8548117	47.76
JIGA_femF1	Mme_chr06	mkr203	8586133	47.76
JIGA_femF1	Mme_chr06	mkr204	8596163	47.76
JIGA_femF1	Mme_chr06	mkr205	8600890	47.76
JIGA_femF1	Mme_chr06	mkr206	8631429	47.76
JIGA_femF1	Mme_chr06	mkr207	8769654	47.03
JIGA_femF1	Mme_chr06	mkr208	8821939	47.76
JIGA_femF1	Mme_chr06	mkr209	8848149	47.76
JIGA_femF1	Mme_chr06	mkr210	8938174	47.76
JIGA_femF1	Mme_chr06	mkr211	8975739	47.03
JIGA_femF1	Mme_chr06	mkr212	9023431	47.76
JIGA_femF1	Mme_chr06	mkr213	9025064	47.76
JIGA_femF1	Mme_chr06	mkr214	9047669	47.76
JIGA_femF1	Mme_chr06	mkr215	9092078	47.76
JIGA_femF1	Mme_chr06	mkr216	9123571	47.76
JIGA_femF1	Mme_chr06	mkr217	9147814	47.76
JIGA_femF1	Mme_chr06	mkr218	9148978	47.03
JIGA_femF1	Mme_chr06	mkr219	9150122	47.76
JIGA_femF1	Mme_chr06	mkr220	9169846	47.76
JIGA_femF1	Mme_chr06	mkr221	9206829	47.76
JIGA_femF1	Mme_chr06	mkr222	9274439	47.76
JIGA_femF1	Mme_chr06	mkr223	9277123	47.76
JIGA_femF1	Mme_chr06	mkr224	9328012	47.76
JIGA_femF1	Mme_chr06	mkr225	9429884	47.76
JIGA_femF1	Mme_chr06	mkr226	9440638	47.76
JIGA_femF1	Mme_chr06	mkr227	9462035	47.76
JIGA_femF1	Mme_chr06	mkr228	9525970	47.76
JIGA_femF1	Mme_chr06	mkr229	9533603	47.76
JIGA_femF1	Mme_chr06	mkr230	9574406	47.03
JIGA_femF1	Mme_chr06	mkr231	9574663	47.76
JIGA_femF1	Mme_chr06	mkr232	9576059	47.76
JIGA_femF1	Mme_chr06	mkr233	9665839	47.03
JIGA_femF1	Mme_chr06	mkr234	9684515	47.76
JIGA_femF1	Mme_chr06	mkr235	9688072	47.76
JIGA_femF1	Mme_chr06	mkr236	9689967	47.76
JIGA_femF1	Mme_chr06	mkr237	9793845	47.76
JIGA_femF1	Mme_chr06	mkr238	9840293	47.76
JIGA_femF1	Mme_chr06	mkr239	9903640	47.76
JIGA_femF1	Mme_chr06	mkr240	10028620	47.76
JIGA_femF1	Mme_chr06	mkr241	10038213	47.76
JIGA_femF1	Mme_chr06	mkr242	10134669	47.76
JIGA_femF1	Mme_chr06	mkr243	10222093	47.03
JIGA_femF1	Mme_chr06	mkr244	10222416	47.76
JIGA_femF1	Mme_chr06	mkr245	10306838	47.76
JIGA_femF1	Mme_chr06	mkr246	10320257	47.76
JIGA_femF1	Mme_chr06	mkr247	10337428	47.76
JIGA_femF1	Mme_chr06	mkr248	10471388	47.76
JIGA_femF1	Mme_chr06	mkr249	10517516	47.76
JIGA_femF1	Mme_chr06	mkr250	10529355	47.76
JIGA_femF1	Mme_chr06	mkr251	10580660	47.76
JIGA_femF1	Mme_chr06	mkr252	10594724	47.76
JIGA_femF1	Mme_chr06	mkr253	10631512	47.03
JIGA_femF1	Mme_chr06	mkr254	10639734	47.76
JIGA_femF1	Mme_chr06	mkr255	10758464	47.76
JIGA_femF1	Mme_chr06	mkr256	10829529	47.76
JIGA_femF1	Mme_chr06	mkr257	10842972	47.76
JIGA_femF1	Mme_chr06	mkr258	10860316	47.76
JIGA_femF1	Mme_chr06	mkr259	10989029	47.76
JIGA_femF1	Mme_chr06	mkr260	11011664	47.76
JIGA_femF1	Mme_chr06	mkr261	11094475	47.03
JIGA_femF1	Mme_chr06	mkr262	11110826	47.76
JIGA_femF1	Mme_chr06	mkr263	11184902	47.76
JIGA_femF1	Mme_chr06	mkr264	11264877	47.76
JIGA_femF1	Mme_chr06	mkr265	11342602	47.76
JIGA_femF1	Mme_chr06	mkr266	11354945	47.03
JIGA_femF1	Mme_chr06	mkr267	11365997	47.76
JIGA_femF1	Mme_chr06	mkr268	11482243	47.76
JIGA_femF1	Mme_chr06	mkr269	11491894	47.03
JIGA_femF1	Mme_chr06	mkr270	11493888	47.76
JIGA_femF1	Mme_chr06	mkr271	11530542	47.76
JIGA_femF1	Mme_chr06	mkr272	11572793	47.76
JIGA_femF1	Mme_chr06	mkr273	11625340	47.76
JIGA_femF1	Mme_chr06	mkr274	11648581	47.76
JIGA_femF1	Mme_chr06	mkr275	11704896	47.76
JIGA_femF1	Mme_chr06	mkr276	11737494	45.57
JIGA_femF1	Mme_chr06	mkr277	11745224	53.03
JIGA_femF1	Mme_chr06	mkr278	11752708	47.76
JIGA_femF1	Mme_chr06	mkr279	11775803	47.76
JIGA_femF1	Mme_chr06	mkr280	11798366	47.76
JIGA_femF1	Mme_chr06	mkr281	11811824	47.03
JIGA_femF1	Mme_chr06	mkr282	11812162	47.76
JIGA_femF1	Mme_chr06	mkr283	11815728	47.76
JIGA_femF1	Mme_chr06	mkr284	11819135	47.03
JIGA_femF1	Mme_chr06	mkr285	11853295	47.76
JIGA_femF1	Mme_chr06	mkr286	11861792	47.76
JIGA_femF1	Mme_chr06	mkr287	11878400	47.76
JIGA_femF1	Mme_chr06	mkr288	11905698	47.76
JIGA_femF1	Mme_chr06	mkr289	11911983	48.49
JIGA_femF1	Mme_chr06	mkr290	11912359	47.76
JIGA_femF1	Mme_chr06	mkr291	11915830	47.76
JIGA_femF1	Mme_chr06	mkr292	11926541	47.76
JIGA_femF1	Mme_chr06	mkr293	12009111	47.03
JIGA_femF1	Mme_chr06	mkr294	12012232	47.76
JIGA_femF1	Mme_chr06	mkr295	12012866	47.76
JIGA_femF1	Mme_chr06	mkr296	12074747	47.76
JIGA_femF1	Mme_chr06	mkr297	12112386	47.03
JIGA_femF1	Mme_chr06	mkr298	12140497	47.03
JIGA_femF1	Mme_chr06	mkr299	12175467	47.76
JIGA_femF1	Mme_chr06	mkr300	12199731	47.76
JIGA_femF1	Mme_chr06	mkr301	12223284	47.76
JIGA_femF1	Mme_chr06	mkr302	12226813	47.03
JIGA_femF1	Mme_chr06	mkr303	12258770	47.76
JIGA_femF1	Mme_chr06	mkr304	12265374	47.76
JIGA_femF1	Mme_chr06	mkr305	12281346	47.03
JIGA_femF1	Mme_chr06	mkr306	12311715	47.76
JIGA_femF1	Mme_chr06	mkr307	12316908	47.76
JIGA_femF1	Mme_chr06	mkr308	12567130	47.76
JIGA_femF1	Mme_chr06	mkr309	12590863	47.03
JIGA_femF1	Mme_chr06	mkr310	12608304	47.76
JIGA_femF1	Mme_chr06	mkr311	12637943	49.22
JIGA_femF1	Mme_chr06	mkr312	12662265	47.76
JIGA_femF1	Mme_chr06	mkr313	12674614	47.76
JIGA_femF1	Mme_chr06	mkr314	12686167	49.22
JIGA_femF1	Mme_chr06	mkr315	12692546	47.03
JIGA_femF1	Mme_chr06	mkr316	12715783	47.76
JIGA_femF1	Mme_chr06	mkr317	12741977	47.76
JIGA_femF1	Mme_chr06	mkr318	12765434	47.76
JIGA_femF1	Mme_chr06	mkr319	12797592	47.03
JIGA_femF1	Mme_chr06	mkr320	12805984	46.3
JIGA_femF1	Mme_chr06	mkr321	12981296	47.76
JIGA_femF1	Mme_chr06	mkr322	13021130	47.76
JIGA_femF1	Mme_chr06	mkr323	13203235	47.76
JIGA_femF1	Mme_chr06	mkr324	13248032	47.76
JIGA_femF1	Mme_chr06	mkr325	13286912	47.76
JIGA_femF1	Mme_chr06	mkr326	13321054	47.76
JIGA_femF1	Mme_chr06	mkr327	13335849	47.76
JIGA_femF1	Mme_chr06	mkr328	13399946	47.03
JIGA_femF1	Mme_chr06	mkr329	13455440	47.76
JIGA_femF1	Mme_chr06	mkr330	13506167	47.03
JIGA_femF1	Mme_chr06	mkr331	13552836	47.76
JIGA_femF1	Mme_chr06	mkr332	13769114	47.76
JIGA_femF1	Mme_chr06	mkr333	13781157	47.76
JIGA_femF1	Mme_chr06	mkr334	13803691	47.03
JIGA_femF1	Mme_chr06	mkr335	13872987	47.76
JIGA_femF1	Mme_chr06	mkr336	13886348	47.76
JIGA_femF1	Mme_chr06	mkr337	13901289	47.76
JIGA_femF1	Mme_chr06	mkr338	13992947	47.76
JIGA_femF1	Mme_chr06	mkr339	14031878	47.76
JIGA_femF1	Mme_chr06	mkr340	14103479	49.22
JIGA_femF1	Mme_chr06	mkr341	14133901	47.76
JIGA_femF1	Mme_chr06	mkr342	14161095	47.76
JIGA_femF1	Mme_chr06	mkr343	14163264	47.76
JIGA_femF1	Mme_chr06	mkr344	14163872	47.03
JIGA_femF1	Mme_chr06	mkr345	14168268	47.76
JIGA_femF1	Mme_chr06	mkr346	14179316	47.76
JIGA_femF1	Mme_chr06	mkr347	14180993	47.03
JIGA_femF1	Mme_chr06	mkr348	14185933	47.76
JIGA_femF1	Mme_chr06	mkr349	14206798	47.76
JIGA_femF1	Mme_chr06	mkr350	14264349	47.03
JIGA_femF1	Mme_chr06	mkr351	14317495	47.76
JIGA_femF1	Mme_chr06	mkr352	14325187	47.76
JIGA_femF1	Mme_chr06	mkr353	14340568	47.76
JIGA_femF1	Mme_chr06	mkr354	14386809	47.76
JIGA_femF1	Mme_chr06	mkr355	14418942	47.76
JIGA_femF1	Mme_chr06	mkr356	14437442	47.03
JIGA_femF1	Mme_chr06	mkr357	14440881	47.76
JIGA_femF1	Mme_chr06	mkr358	14483349	47.76
JIGA_femF1	Mme_chr06	mkr359	14491194	48.49
JIGA_femF1	Mme_chr06	mkr360	14494730	47.76
JIGA_femF1	Mme_chr06	mkr361	14517906	49.22
JIGA_femF1	Mme_chr06	mkr362	14541703	49.22
JIGA_femF1	Mme_chr06	mkr363	14575601	49.22
JIGA_femF1	Mme_chr06	mkr364	14581215	49.22
JIGA_femF1	Mme_chr06	mkr365	14602840	49.95
JIGA_femF1	Mme_chr06	mkr366	14611482	49.22
JIGA_femF1	Mme_chr06	mkr367	14633777	49.95
JIGA_femF1	Mme_chr06	mkr368	14642877	49.95
JIGA_femF1	Mme_chr06	mkr369	14660887	49.95
JIGA_femF1	Mme_chr06	mkr370	14670879	49.95
JIGA_femF1	Mme_chr06	mkr371	14682820	49.95
JIGA_femF1	Mme_chr06	mkr372	14726929	49.95
JIGA_femF1	Mme_chr06	mkr373	14736914	49.95
JIGA_femF1	Mme_chr06	mkr374	14754603	49.95
JIGA_femF1	Mme_chr06	mkr375	14819963	51.42
JIGA_femF1	Mme_chr06	mkr376	14914785	52.15
JIGA_femF1	Mme_chr06	mkr377	14927596	52.15
JIGA_femF1	Mme_chr06	mkr378	14939846	52.88
JIGA_femF1	Mme_chr06	mkr379	14952313	52.88
JIGA_femF1	Mme_chr06	mkr380	14952379	52.88
JIGA_femF1	Mme_chr06	mkr381	14954397	52.88
JIGA_femF1	Mme_chr06	mkr382	14954481	52.88
JIGA_femF1	Mme_chr06	mkr383	15009340	53.61
JIGA_femF1	Mme_chr06	mkr384	15020925	53.61
JIGA_femF1	Mme_chr06	mkr385	15041076	53.61
JIGA_femF1	Mme_chr06	mkr386	15057320	53.61
JIGA_femF1	Mme_chr06	mkr387	15075983	54.34
JIGA_femF1	Mme_chr06	mkr388	15121036	55.07
JIGA_femF1	Mme_chr06	mkr389	15128411	55.07
JIGA_femF1	Mme_chr06	mkr390	15159847	55.07
JIGA_femF1	Mme_chr06	mkr391	15191621	55.07
JIGA_femF1	Mme_chr06	mkr392	15232002	55.07
JIGA_femF1	Mme_chr06	mkr393	15312396	55.07
JIGA_femF1	Mme_chr06	mkr394	15370388	55.07
JIGA_femF1	Mme_chr06	mkr395	15436528	57.29
JIGA_femF1	Mme_chr06	mkr396	15444007	58.02
JIGA_femF1	Mme_chr06	mkr397	15508325	58.75
JIGA_femF1	Mme_chr06	mkr398	15643561	59.48
JIGA_femF1	Mme_chr06	mkr399	15646757	59.48
JIGA_femF1	Mme_chr06	mkr400	15656200	59.48
JIGA_femF1	Mme_chr06	mkr401	15700621	60.21
JIGA_femF1	Mme_chr06	mkr402	15716476	60.94
JIGA_femF1	Mme_chr06	mkr403	15720769	60.94
JIGA_femF1	Mme_chr06	mkr404	15727195	62.41
JIGA_femF1	Mme_chr06	mkr405	15741862	63.14
JIGA_femF1	Mme_chr06	mkr406	15781649	63.14
JIGA_femF1	Mme_chr06	mkr407	15799945	63.14
JIGA_femF1	Mme_chr06	mkr408	15811855	63.14
JIGA_femF1	Mme_chr06	mkr409	15820581	63.14
JIGA_femF1	Mme_chr06	mkr410	15838044	63.14
JIGA_femF1	Mme_chr06	mkr411	15909813	63.87
JIGA_femF1	Mme_chr06	mkr412	15917834	64.6
JIGA_femF1	Mme_chr06	mkr413	15930505	66.06
JIGA_femF1	Mme_chr06	mkr414	15938714	65.33
JIGA_femF1	Mme_chr06	mkr415	15951481	65.33
JIGA_femF1	Mme_chr06	mkr416	15959235	65.33
JIGA_femF1	Mme_chr06	mkr417	15999490	66.06
JIGA_femF1	Mme_chr06	mkr418	16064305	66.79
JIGA_femF1	Mme_chr06	mkr419	16082870	68.25
JIGA_femF1	Mme_chr06	mkr420	16082908	67.52
JIGA_femF1	Mme_chr06	mkr421	16091057	67.52
JIGA_femF1	Mme_chr06	mkr422	16120220	67.52
JIGA_femF1	Mme_chr06	mkr423	16134701	67.52
JIGA_femF1	Mme_chr06	mkr424	16159662	68.25
JIGA_femF1	Mme_chr06	mkr425	16175270	67.52
JIGA_femF1	Mme_chr06	mkr426	16222317	68.98
JIGA_femF1	Mme_chr06	mkr427	16307616	68.25
JIGA_femF1	Mme_chr06	mkr428	16419302	69.71
JIGA_femF1	Mme_chr06	mkr429	16481425	71.18
JIGA_femF1	Mme_chr06	mkr430	16506407	71.18
JIGA_femF1	Mme_chr06	mkr431	16510623	71.18
JIGA_femF1	Mme_chr06	mkr432	16547576	71.18
JIGA_femF1	Mme_chr06	mkr433	16777828	74.17
JIGA_femF1	Mme_chr06	mkr434	16795367	74.9
JIGA_femF1	Mme_chr06	mkr435	16838469	74.17
JIGA_femF1	Mme_chr06	mkr436	16874430	74.9
JIGA_femF1	Mme_chr06	mkr437	16881373	74.9
JIGA_femF1	Mme_chr06	mkr438	16883234	74.9
JIGA_femF1	Mme_chr06	mkr439	16951542	75.63
JIGA_femF1	Mme_chr06	mkr440	16980447	75.63
JIGA_femF1	Mme_chr06	mkr441	16996113	75.63
JIGA_femF1	Mme_chr06	mkr442	17006747	76.36
JIGA_femF1	Mme_chr06	mkr443	17016368	76.36
JIGA_femF1	Mme_chr06	mkr444	17016499	76.36
JIGA_femF1	Mme_chr06	mkr445	17077490	77.09
JIGA_femF1	Mme_chr06	mkr446	17088962	77.82
JIGA_femF1	Mme_chr06	mkr447	17104996	78.55
JIGA_femF1	Mme_chr06	mkr448	17130300	78.55
JIGA_femF1	Mme_chr06	mkr449	17218095	79.28
JIGA_femF1	Mme_chr06	mkr450	17218505	79.28
JIGA_femF1	Mme_chr06	mkr451	17247092	79.28
JIGA_femF1	Mme_chr06	mkr452	17270298	79.28
JIGA_femF1	Mme_chr06	mkr453	17292448	79.28
JIGA_femF1	Mme_chr06	mkr454	17328003	79.28
JIGA_femF1	Mme_chr06	mkr455	17338236	79.28
JIGA_femF1	Mme_chr06	mkr456	17348881	79.28
JIGA_femF1	Mme_chr06	mkr457	17374390	79.28
JIGA_femF1	Mme_chr06	mkr458	17376679	79.28
JIGA_femF1	Mme_chr06	mkr459	17378014	79.28
JIGA_femF1	Mme_chr06	mkr460	17437063	79.28
JIGA_femF1	Mme_chr06	mkr461	17442791	79.28
JIGA_femF1	Mme_chr06	mkr462	17559637	80.75
JIGA_femF1	Mme_chr06	mkr463	17569732	80.75
JIGA_femF1	Mme_chr06	mkr464	17696723	82.97
JIGA_femF1	Mme_chr06	mkr465	17718812	83.7
JIGA_femF1	Mme_chr06	mkr466	17751599	82.97
